SCHL,SCHG,POVPIP,WKL,FOD1P
19.0,,501.0,1.0,
21.0,,501.0,1.0,2310.0
19.0,,501.0,1.0,
19.0,,224.0,1.0,
17.0,,501.0,1.0,
19.0,,199.0,1.0,
21.0,,300.0,1.0,5404.0
16.0,,501.0,1.0,
21.0,,341.0,3.0,3700.0
19.0,,71.0,3.0,
20.0,,315.0,3.0,
19.0,,315.0,3.0,
16.0,,315.0,3.0,
19.0,,233.0,3.0,
19.0,,233.0,3.0,
19.0,,148.0,1.0,
18.0,,0.0,2.0,
19.0,,277.0,2.0,
21.0,,277.0,2.0,2300.0
19.0,,277.0,3.0,
21.0,,168.0,1.0,3401.0
21.0,,168.0,3.0,6203.0
6.0,6.0,168.0,,
3.0,3.0,168.0,,
3.0,3.0,168.0,,
16.0,,174.0,2.0,
14.0,,174.0,1.0,
16.0,,335.0,1.0,
22.0,,459.0,1.0,2901.0
21.0,,133.0,1.0,4001.0
16.0,,78.0,2.0,
17.0,,270.0,1.0,
20.0,15.0,183.0,1.0,
16.0,,294.0,3.0,
19.0,,501.0,1.0,
16.0,,501.0,3.0,
16.0,,501.0,2.0,
16.0,,501.0,1.0,
16.0,,135.0,3.0,
16.0,,141.0,3.0,
20.0,,501.0,1.0,
22.0,16.0,501.0,1.0,6107.0
18.0,15.0,501.0,1.0,
18.0,,501.0,1.0,
9.0,,0.0,3.0,
11.0,,0.0,3.0,
15.0,,148.0,1.0,
18.0,,148.0,2.0,
19.0,,148.0,1.0,
14.0,14.0,148.0,1.0,
14.0,14.0,148.0,1.0,
13.0,12.0,148.0,,
9.0,9.0,148.0,,
6.0,5.0,148.0,,
4.0,4.0,148.0,,
2.0,1.0,148.0,,
19.0,,501.0,1.0,
21.0,,501.0,1.0,6103.0
16.0,,386.0,1.0,
16.0,,386.0,1.0,
22.0,,130.0,1.0,2901.0
19.0,15.0,130.0,1.0,
16.0,,292.0,1.0,
21.0,,501.0,1.0,1103.0
21.0,,382.0,1.0,6206.0
21.0,,270.0,1.0,4101.0
19.0,,501.0,3.0,
18.0,,501.0,1.0,
21.0,,501.0,1.0,2417.0
16.0,,501.0,1.0,
21.0,,317.0,3.0,6006.0
19.0,,317.0,1.0,
3.0,3.0,317.0,,
,,,,
,,,,
21.0,,248.0,1.0,5403.0
22.0,,501.0,3.0,2304.0
19.0,,501.0,2.0,
16.0,,501.0,1.0,
16.0,,286.0,3.0,
20.0,,286.0,1.0,
22.0,,501.0,1.0,2602.0
21.0,,501.0,1.0,4101.0
3.0,3.0,501.0,,
16.0,,154.0,2.0,
16.0,,214.0,1.0,
15.0,,214.0,3.0,
19.0,,270.0,1.0,
16.0,,270.0,1.0,
2.0,1.0,270.0,,
,,270.0,,
21.0,,223.0,1.0,3600.0
18.0,,330.0,3.0,
18.0,,330.0,3.0,
16.0,,320.0,1.0,
16.0,,320.0,1.0,
11.0,11.0,320.0,,
10.0,10.0,320.0,,
19.0,,299.0,1.0,
19.0,,115.0,2.0,
18.0,,115.0,1.0,
2.0,,115.0,,
17.0,,213.0,3.0,
17.0,,213.0,3.0,
11.0,,81.0,3.0,
16.0,,60.0,3.0,
21.0,,469.0,1.0,6206.0
19.0,,469.0,1.0,
16.0,,117.0,3.0,
19.0,,156.0,3.0,
21.0,,501.0,1.0,6201.0
19.0,,501.0,3.0,
23.0,,274.0,1.0,2408.0
16.0,,274.0,3.0,
19.0,,47.0,3.0,
17.0,,47.0,3.0,
21.0,,427.0,1.0,2304.0
20.0,,86.0,3.0,
22.0,,86.0,3.0,3301.0
22.0,,501.0,1.0,2400.0
20.0,,116.0,1.0,
16.0,,116.0,2.0,
10.0,10.0,116.0,,
3.0,3.0,116.0,,
20.0,,124.0,1.0,
16.0,,124.0,3.0,
19.0,,310.0,2.0,
22.0,,310.0,1.0,6107.0
22.0,16.0,233.0,1.0,5501.0
21.0,,233.0,1.0,1901.0
22.0,,336.0,1.0,3603.0
23.0,,300.0,3.0,3301.0
23.0,,418.0,3.0,6201.0
21.0,,501.0,1.0,6109.0
16.0,,501.0,1.0,
21.0,,469.0,3.0,6200.0
22.0,,469.0,3.0,2901.0
15.0,,261.0,3.0,
17.0,,178.0,3.0,
1.0,1.0,,,
19.0,,501.0,1.0,
16.0,,501.0,1.0,
19.0,,501.0,1.0,
18.0,,258.0,2.0,
16.0,,258.0,1.0,
22.0,,501.0,1.0,6200.0
22.0,,501.0,1.0,1501.0
21.0,,501.0,1.0,2602.0
22.0,,501.0,2.0,3301.0
3.0,3.0,501.0,,
1.0,1.0,501.0,,
21.0,,331.0,2.0,5004.0
21.0,,331.0,1.0,3301.0
22.0,,281.0,3.0,4007.0
18.0,,373.0,1.0,
21.0,,267.0,2.0,6203.0
19.0,,267.0,2.0,
19.0,,431.0,1.0,
16.0,,431.0,1.0,
22.0,,431.0,1.0,1401.0
18.0,,468.0,1.0,
16.0,,336.0,3.0,
16.0,,336.0,3.0,
16.0,,336.0,1.0,
16.0,,450.0,1.0,
21.0,,450.0,1.0,6402.0
16.0,,0.0,3.0,
16.0,,141.0,3.0,
16.0,,141.0,3.0,
19.0,,145.0,1.0,
1.0,,145.0,3.0,
1.0,,145.0,,
17.0,,90.0,3.0,
16.0,,289.0,1.0,
16.0,,289.0,1.0,
2.0,1.0,289.0,,
21.0,,501.0,1.0,2417.0
18.0,,501.0,3.0,
19.0,15.0,501.0,1.0,
16.0,,192.0,1.0,
17.0,,89.0,3.0,
16.0,,192.0,1.0,
14.0,14.0,192.0,1.0,
21.0,,501.0,1.0,6200.0
21.0,,501.0,1.0,2400.0
21.0,15.0,501.0,1.0,3600.0
19.0,15.0,501.0,1.0,
16.0,,103.0,3.0,
16.0,,179.0,1.0,
19.0,,473.0,3.0,
19.0,,501.0,3.0,
21.0,,501.0,3.0,2412.0
16.0,,266.0,3.0,
18.0,,266.0,1.0,
21.0,,501.0,1.0,5501.0
21.0,,501.0,1.0,2400.0
8.0,8.0,501.0,,
3.0,3.0,501.0,,
21.0,,365.0,3.0,5200.0
22.0,,365.0,3.0,6006.0
20.0,,395.0,1.0,
16.0,,395.0,3.0,
16.0,,145.0,2.0,
16.0,,145.0,1.0,
6.0,5.0,145.0,,
2.0,1.0,145.0,,
,,145.0,,
16.0,,95.0,1.0,
1.0,,3.0,1.0,
10.0,10.0,95.0,,
4.0,4.0,95.0,,
,,95.0,,
16.0,,185.0,2.0,
16.0,,185.0,2.0,
16.0,,185.0,1.0,
22.0,,501.0,1.0,6201.0
17.0,,379.0,1.0,
21.0,,501.0,1.0,3301.0
20.0,,501.0,1.0,
19.0,,75.0,1.0,
16.0,,75.0,3.0,
9.0,9.0,75.0,3.0,
12.0,11.0,75.0,,
16.0,,87.0,3.0,
20.0,,408.0,1.0,
21.0,,408.0,3.0,2314.0
16.0,,225.0,2.0,
16.0,,225.0,1.0,
16.0,,501.0,1.0,
18.0,,501.0,1.0,
18.0,,501.0,1.0,
21.0,,328.0,1.0,2304.0
16.0,,328.0,1.0,
2.0,,328.0,,
,,328.0,,
11.0,,361.0,1.0,
21.0,,361.0,1.0,6107.0
,,361.0,,
21.0,,287.0,1.0,6001.0
17.0,,139.0,3.0,
18.0,,139.0,3.0,
19.0,,139.0,2.0,
,,139.0,,
22.0,,420.0,1.0,3608.0
19.0,,382.0,1.0,
21.0,,342.0,2.0,2304.0
21.0,,342.0,3.0,3700.0
16.0,,501.0,3.0,
20.0,,501.0,1.0,
16.0,,501.0,1.0,
16.0,,130.0,1.0,
16.0,,130.0,3.0,
6.0,6.0,130.0,,
4.0,4.0,130.0,,
1.0,2.0,130.0,,
20.0,,89.0,1.0,
20.0,,435.0,2.0,
21.0,,435.0,2.0,2102.0
19.0,,372.0,3.0,
19.0,,103.0,3.0,
17.0,,103.0,1.0,
8.0,8.0,103.0,,
4.0,4.0,103.0,,
20.0,,501.0,1.0,
16.0,,501.0,1.0,
23.0,,501.0,1.0,6109.0
16.0,,501.0,1.0,
1.0,,0.0,3.0,
17.0,,0.0,2.0,
12.0,12.0,0.0,3.0,
7.0,6.0,0.0,,
19.0,,243.0,1.0,
20.0,,28.0,1.0,
21.0,,28.0,3.0,2314.0
16.0,,483.0,3.0,
19.0,,286.0,2.0,
19.0,,286.0,2.0,
16.0,,72.0,3.0,
13.0,,86.0,3.0,
16.0,,153.0,3.0,
1.0,,435.0,1.0,
16.0,,166.0,3.0,
16.0,,166.0,3.0,
13.0,,70.0,3.0,
12.0,,70.0,3.0,
22.0,,482.0,3.0,5200.0
21.0,,482.0,3.0,2304.0
18.0,,71.0,2.0,
12.0,,73.0,3.0,
20.0,,425.0,1.0,
21.0,,425.0,1.0,2304.0
16.0,,501.0,2.0,
16.0,,501.0,2.0,
18.0,,403.0,1.0,
21.0,,403.0,1.0,6107.0
9.0,9.0,403.0,,
9.0,,208.0,3.0,
16.0,,208.0,3.0,
20.0,,181.0,3.0,
21.0,,354.0,1.0,2102.0
16.0,,200.0,2.0,
16.0,,200.0,3.0,
19.0,,476.0,1.0,
19.0,,476.0,1.0,
8.0,7.0,476.0,,
16.0,,421.0,1.0,
19.0,,421.0,1.0,
16.0,,170.0,3.0,
16.0,,412.0,3.0,
22.0,,412.0,1.0,6102.0
7.0,7.0,412.0,,
22.0,,417.0,1.0,5506.0
22.0,16.0,417.0,1.0,2313.0
2.0,,417.0,,
1.0,,417.0,,
18.0,,57.0,1.0,
16.0,,223.0,1.0,
6.0,6.0,57.0,,
3.0,3.0,57.0,,
,,57.0,,
19.0,,225.0,1.0,
19.0,15.0,210.0,1.0,
19.0,15.0,281.0,1.0,
16.0,,0.0,3.0,
19.0,,278.0,1.0,
21.0,,349.0,1.0,5003.0
12.0,,66.0,3.0,
18.0,,187.0,1.0,
16.0,,149.0,3.0,
16.0,,275.0,3.0,
16.0,,140.0,3.0,
16.0,,328.0,1.0,
19.0,,328.0,3.0,
19.0,,328.0,3.0,
16.0,,238.0,1.0,
16.0,,335.0,1.0,
16.0,,178.0,1.0,
19.0,,351.0,3.0,
19.0,,351.0,1.0,
21.0,,351.0,1.0,6000.0
16.0,,216.0,1.0,
16.0,,95.0,1.0,
16.0,,95.0,1.0,
20.0,,501.0,1.0,
22.0,,501.0,1.0,4101.0
,,501.0,,
16.0,,501.0,1.0,
16.0,,501.0,1.0,
17.0,,501.0,3.0,
21.0,,165.0,1.0,6107.0
10.0,9.0,165.0,,
7.0,6.0,165.0,,
5.0,4.0,165.0,,
,,165.0,,
21.0,,270.0,1.0,3604.0
21.0,,345.0,1.0,5004.0
17.0,,254.0,1.0,
16.0,,334.0,1.0,
10.0,10.0,254.0,,
2.0,,254.0,,
22.0,,501.0,1.0,1501.0
21.0,,501.0,1.0,6200.0
11.0,10.0,501.0,,
9.0,8.0,501.0,,
15.0,,501.0,1.0,
19.0,,329.0,1.0,
21.0,,329.0,1.0,3401.0
7.0,6.0,329.0,,
16.0,15.0,329.0,1.0,
18.0,,49.0,1.0,
22.0,,501.0,1.0,5507.0
22.0,,501.0,1.0,5506.0
16.0,,355.0,3.0,
19.0,,325.0,1.0,
21.0,,325.0,1.0,6201.0
1.0,,128.0,3.0,
17.0,,128.0,1.0,
21.0,,362.0,1.0,2307.0
23.0,,501.0,1.0,4801.0
17.0,,362.0,2.0,
3.0,3.0,362.0,,
21.0,,219.0,1.0,6110.0
19.0,,219.0,1.0,
5.0,5.0,219.0,,
3.0,3.0,219.0,,
16.0,,501.0,1.0,
17.0,,501.0,3.0,
19.0,15.0,78.0,1.0,
19.0,15.0,78.0,1.0,
1.0,,155.0,1.0,
20.0,,134.0,2.0,
18.0,,501.0,3.0,
16.0,,501.0,1.0,
24.0,,501.0,1.0,1301.0
21.0,,501.0,3.0,6203.0
20.0,,103.0,3.0,
21.0,,457.0,1.0,4007.0
18.0,,407.0,1.0,
16.0,,407.0,1.0,
16.0,,135.0,1.0,
16.0,,177.0,3.0,
21.0,,412.0,1.0,6004.0
16.0,,412.0,1.0,
,,412.0,,
16.0,,246.0,3.0,
20.0,,457.0,1.0,
16.0,,501.0,1.0,
18.0,,179.0,1.0,
21.0,16.0,355.0,1.0,3401.0
21.0,,356.0,1.0,2901.0
21.0,,356.0,1.0,5506.0
10.0,9.0,356.0,,
7.0,6.0,356.0,,
21.0,,375.0,3.0,1303.0
22.0,,375.0,3.0,2399.0
21.0,,501.0,2.0,5200.0
21.0,,501.0,1.0,2599.0
4.0,4.0,501.0,,
2.0,2.0,501.0,,
16.0,,89.0,1.0,
16.0,,89.0,3.0,
17.0,,127.0,3.0,
18.0,,501.0,1.0,
22.0,,501.0,3.0,1501.0
21.0,,501.0,1.0,1401.0
10.0,10.0,501.0,,
7.0,7.0,501.0,,
21.0,,501.0,1.0,5506.0
22.0,,501.0,1.0,5501.0
21.0,,350.0,1.0,6201.0
21.0,,501.0,1.0,1303.0
16.0,,501.0,1.0,
19.0,,237.0,2.0,
16.0,,254.0,1.0,
19.0,,501.0,1.0,
19.0,,501.0,3.0,
19.0,,301.0,1.0,
18.0,,149.0,1.0,
23.0,,501.0,1.0,1401.0
23.0,,501.0,1.0,1401.0
,,501.0,,
21.0,,322.0,1.0,2308.0
16.0,,322.0,1.0,
7.0,7.0,322.0,,
5.0,5.0,322.0,,
23.0,,501.0,2.0,5404.0
19.0,,501.0,1.0,
22.0,16.0,429.0,1.0,2304.0
21.0,,429.0,1.0,6210.0
2.0,,429.0,,
,,429.0,,
21.0,,501.0,1.0,2300.0
16.0,,501.0,1.0,
16.0,,61.0,1.0,
11.0,10.0,61.0,,
16.0,,210.0,1.0,
22.0,,501.0,1.0,1901.0
24.0,,501.0,1.0,5200.0
21.0,,501.0,1.0,6206.0
21.0,,143.0,3.0,2399.0
16.0,,416.0,3.0,
20.0,,416.0,3.0,
16.0,,94.0,1.0,
20.0,,8.0,2.0,
4.0,4.0,94.0,,
1.0,1.0,94.0,,
,,94.0,,
10.0,10.0,94.0,,
8.0,8.0,94.0,,
21.0,,501.0,1.0,5404.0
21.0,,501.0,1.0,6109.0
21.0,,305.0,1.0,5507.0
21.0,,305.0,1.0,5501.0
5.0,4.0,305.0,,
5.0,4.0,305.0,,
2.0,1.0,305.0,,
22.0,,337.0,2.0,6200.0
19.0,,337.0,1.0,
22.0,,278.0,1.0,5200.0
11.0,11.0,278.0,,
11.0,11.0,278.0,,
21.0,,137.0,1.0,2300.0
22.0,,501.0,1.0,5404.0
16.0,,501.0,1.0,
2.0,2.0,501.0,,
,,501.0,,
22.0,,501.0,1.0,1302.0
21.0,,501.0,3.0,2304.0
16.0,,372.0,1.0,
20.0,15.0,193.0,1.0,
22.0,,501.0,3.0,5506.0
21.0,,501.0,1.0,6203.0
22.0,,501.0,1.0,6203.0
16.0,,501.0,3.0,
20.0,,501.0,1.0,
16.0,,501.0,1.0,
16.0,,210.0,1.0,
22.0,,501.0,1.0,5506.0
22.0,,501.0,1.0,1301.0
8.0,8.0,501.0,,
2.0,2.0,501.0,,
19.0,,251.0,1.0,
19.0,,251.0,1.0,
16.0,15.0,251.0,1.0,
21.0,,272.0,1.0,6110.0
16.0,,111.0,1.0,
21.0,,501.0,1.0,6200.0
21.0,,501.0,1.0,2300.0
19.0,,354.0,3.0,
19.0,,354.0,3.0,
19.0,,456.0,3.0,
21.0,,456.0,3.0,6103.0
16.0,,229.0,1.0,
18.0,,187.0,1.0,
10.0,10.0,229.0,,
10.0,10.0,229.0,,
8.0,8.0,229.0,,
16.0,,397.0,1.0,
17.0,,397.0,1.0,
16.0,,397.0,3.0,
16.0,,113.0,3.0,
17.0,,225.0,1.0,
21.0,,501.0,3.0,6203.0
22.0,,501.0,1.0,3301.0
16.0,,276.0,1.0,
20.0,,501.0,3.0,
21.0,,501.0,1.0,5507.0
22.0,,501.0,1.0,6100.0
20.0,,501.0,1.0,
22.0,,501.0,3.0,6000.0
24.0,,501.0,3.0,5200.0
23.0,,501.0,1.0,3401.0
21.0,,501.0,1.0,6201.0
24.0,,501.0,1.0,1302.0
24.0,,501.0,1.0,5004.0
19.0,,80.0,1.0,
21.0,,80.0,3.0,5403.0
1.0,,80.0,,
1.0,,80.0,,
,,80.0,,
20.0,15.0,60.0,1.0,
23.0,,68.0,2.0,1103.0
22.0,,501.0,1.0,2310.0
22.0,,501.0,1.0,5507.0
16.0,,434.0,1.0,
16.0,,434.0,2.0,
14.0,13.0,434.0,3.0,
21.0,,501.0,2.0,6402.0
22.0,,501.0,2.0,6402.0
16.0,,205.0,1.0,
20.0,,205.0,1.0,
,,205.0,,
8.0,8.0,205.0,,
6.0,6.0,205.0,,
21.0,,122.0,1.0,6005.0
16.0,,122.0,1.0,
16.0,,253.0,1.0,
19.0,,253.0,1.0,
13.0,13.0,253.0,1.0,
21.0,,306.0,2.0,5501.0
20.0,,298.0,1.0,
19.0,,305.0,1.0,
11.0,,281.0,3.0,
11.0,,281.0,2.0,
19.0,,501.0,1.0,
10.0,9.0,501.0,,
4.0,3.0,501.0,,
21.0,,162.0,1.0,1401.0
22.0,,336.0,1.0,1303.0
16.0,,87.0,2.0,
16.0,,501.0,1.0,
16.0,,501.0,1.0,
21.0,,261.0,1.0,6201.0
19.0,,157.0,3.0,
19.0,,157.0,3.0,
22.0,,298.0,3.0,2311.0
16.0,,156.0,2.0,
16.0,,156.0,1.0,
20.0,,427.0,3.0,
16.0,,427.0,3.0,
17.0,,191.0,1.0,
1.0,1.0,191.0,,
16.0,,186.0,1.0,
21.0,,501.0,3.0,6001.0
15.0,,501.0,1.0,
2.0,2.0,501.0,,
1.0,,501.0,,
20.0,,501.0,1.0,
20.0,,138.0,1.0,
21.0,,501.0,1.0,2310.0
18.0,,501.0,1.0,
21.0,,501.0,1.0,5301.0
3.0,3.0,,,
1.0,1.0,,,
16.0,,288.0,1.0,
16.0,,288.0,1.0,
16.0,,501.0,1.0,
23.0,,501.0,1.0,1903.0
16.0,,482.0,1.0,
16.0,,482.0,1.0,
16.0,,482.0,1.0,
14.0,13.0,0.0,3.0,
17.0,,501.0,3.0,
21.0,,501.0,1.0,2102.0
16.0,,501.0,2.0,
16.0,,501.0,1.0,
16.0,,477.0,1.0,
16.0,,477.0,1.0,
16.0,,477.0,3.0,
16.0,,492.0,1.0,
16.0,,492.0,1.0,
12.0,11.0,492.0,,
16.0,,218.0,3.0,
16.0,,218.0,2.0,
16.0,,373.0,3.0,
16.0,,373.0,3.0,
21.0,,76.0,1.0,6107.0
21.0,,501.0,1.0,2406.0
19.0,,501.0,1.0,
22.0,,501.0,1.0,6207.0
16.0,,234.0,1.0,
19.0,,0.0,3.0,
16.0,,465.0,2.0,
16.0,,465.0,2.0,
17.0,,410.0,1.0,
21.0,,410.0,1.0,2304.0
17.0,,82.0,2.0,
17.0,,71.0,3.0,
19.0,,152.0,1.0,
19.0,,152.0,1.0,
16.0,,242.0,1.0,
19.0,,242.0,3.0,
18.0,,242.0,1.0,
16.0,,348.0,1.0,
16.0,,348.0,3.0,
16.0,,157.0,3.0,
20.0,,378.0,1.0,
20.0,,378.0,1.0,
16.0,14.0,378.0,1.0,
14.0,13.0,378.0,3.0,
20.0,,193.0,1.0,
16.0,,193.0,1.0,
11.0,,193.0,,
21.0,,501.0,1.0,3301.0
21.0,,343.0,3.0,1102.0
16.0,,343.0,3.0,
17.0,,200.0,2.0,
16.0,,200.0,2.0,
16.0,,501.0,1.0,
22.0,,501.0,1.0,6200.0
21.0,,501.0,1.0,3401.0
16.0,,7.0,3.0,
3.0,2.0,7.0,,
1.0,,7.0,,
19.0,,70.0,3.0,
18.0,,70.0,3.0,
16.0,,159.0,3.0,
19.0,,92.0,3.0,
12.0,12.0,159.0,,
16.0,,498.0,1.0,
16.0,,498.0,3.0,
18.0,,291.0,1.0,
16.0,,291.0,3.0,
21.0,,450.0,3.0,5901.0
16.0,,450.0,3.0,
19.0,,406.0,1.0,
18.0,,406.0,1.0,
16.0,,74.0,2.0,
21.0,,336.0,2.0,2310.0
21.0,,336.0,1.0,6200.0
12.0,12.0,336.0,,
12.0,12.0,336.0,,
21.0,16.0,0.0,1.0,3601.0
21.0,,186.0,1.0,3302.0
20.0,,126.0,1.0,
19.0,,0.0,2.0,
1.0,2.0,0.0,,
1.0,,0.0,,
21.0,,501.0,1.0,5299.0
21.0,,501.0,1.0,6203.0
20.0,,501.0,1.0,
22.0,,501.0,1.0,2410.0
4.0,4.0,501.0,,
21.0,,501.0,1.0,3301.0
21.0,,501.0,1.0,6203.0
19.0,,154.0,1.0,
19.0,,154.0,3.0,
,,154.0,,
21.0,,456.0,3.0,3401.0
19.0,,456.0,3.0,
20.0,,440.0,1.0,
21.0,,440.0,1.0,3600.0
11.0,11.0,440.0,,
11.0,11.0,440.0,,
16.0,,337.0,1.0,
16.0,,337.0,1.0,
18.0,,293.0,1.0,
16.0,,298.0,1.0,
,,293.0,,
16.0,,308.0,3.0,
16.0,,308.0,1.0,
20.0,,501.0,3.0,
21.0,,501.0,1.0,2601.0
21.0,,501.0,3.0,2408.0
21.0,,501.0,1.0,6206.0
16.0,,224.0,1.0,
21.0,,467.0,3.0,2300.0
22.0,,467.0,1.0,6203.0
20.0,,349.0,3.0,
16.0,,349.0,3.0,
16.0,,242.0,3.0,
12.0,,230.0,1.0,
17.0,,230.0,1.0,
19.0,,314.0,1.0,
22.0,,355.0,2.0,2314.0
18.0,,355.0,3.0,
20.0,,501.0,1.0,
21.0,,501.0,1.0,3301.0
14.0,14.0,501.0,1.0,
16.0,,375.0,1.0,
22.0,,501.0,1.0,6105.0
18.0,,501.0,3.0,
17.0,,347.0,1.0,
20.0,,347.0,1.0,
18.0,15.0,347.0,1.0,
13.0,12.0,347.0,,
11.0,10.0,347.0,,
16.0,,173.0,1.0,
16.0,,173.0,2.0,
21.0,,501.0,1.0,1904.0
21.0,,501.0,1.0,2500.0
2.0,1.0,501.0,,
1.0,,501.0,,
,,501.0,,
20.0,,125.0,3.0,
21.0,,125.0,2.0,6107.0
21.0,,409.0,1.0,6104.0
16.0,,409.0,1.0,
24.0,,501.0,1.0,5003.0
21.0,,501.0,1.0,4101.0
12.0,12.0,501.0,,
7.0,7.0,501.0,,
22.0,,501.0,1.0,2602.0
22.0,,501.0,1.0,6108.0
17.0,,201.0,3.0,
16.0,,452.0,3.0,
21.0,,416.0,1.0,3301.0
21.0,,0.0,3.0,5502.0
4.0,4.0,416.0,,
1.0,,416.0,,
20.0,,452.0,1.0,
18.0,,452.0,1.0,
20.0,,0.0,2.0,
17.0,,0.0,3.0,
21.0,,248.0,1.0,6203.0
16.0,,248.0,1.0,
5.0,5.0,248.0,,
4.0,4.0,248.0,,
1.0,,248.0,,
21.0,,386.0,1.0,6107.0
17.0,,386.0,3.0,
14.0,,386.0,3.0,
12.0,,386.0,3.0,
16.0,,120.0,3.0,
16.0,,387.0,1.0,
23.0,16.0,385.0,1.0,5404.0
19.0,,385.0,3.0,
17.0,,371.0,1.0,
11.0,,81.0,1.0,
16.0,,243.0,1.0,
21.0,,243.0,2.0,6203.0
12.0,12.0,243.0,,
16.0,,243.0,3.0,
16.0,,255.0,1.0,
18.0,,208.0,1.0,
17.0,,208.0,1.0,
21.0,,208.0,1.0,5004.0
1.0,,208.0,,
1.0,,208.0,,
16.0,,208.0,2.0,
19.0,,501.0,1.0,
20.0,,501.0,2.0,
22.0,,501.0,2.0,3700.0
17.0,,89.0,1.0,
19.0,,148.0,3.0,
16.0,,463.0,1.0,
20.0,,463.0,1.0,
7.0,7.0,463.0,,
22.0,,155.0,1.0,6402.0
3.0,2.0,155.0,,
21.0,,265.0,1.0,3301.0
16.0,,119.0,3.0,
22.0,,313.0,1.0,5200.0
16.0,,313.0,3.0,
2.0,,313.0,,
16.0,,313.0,1.0,
16.0,,313.0,3.0,
2.0,,313.0,3.0,
20.0,,149.0,1.0,
21.0,,313.0,1.0,1902.0
16.0,,501.0,3.0,
21.0,,501.0,3.0,6203.0
16.0,,389.0,2.0,
17.0,,389.0,1.0,
21.0,,389.0,1.0,6203.0
20.0,,179.0,1.0,
21.0,,501.0,1.0,5901.0
10.0,10.0,501.0,,
16.0,,293.0,3.0,
16.0,,93.0,3.0,
21.0,,501.0,1.0,2406.0
21.0,,501.0,1.0,5404.0
18.0,,182.0,2.0,
16.0,,182.0,3.0,
17.0,,182.0,3.0,
16.0,,182.0,3.0,
21.0,,501.0,1.0,5501.0
20.0,,501.0,1.0,
,,501.0,,
20.0,,501.0,1.0,
16.0,,501.0,2.0,
18.0,,95.0,1.0,
18.0,,95.0,3.0,
9.0,8.0,95.0,,
8.0,7.0,95.0,,
5.0,5.0,95.0,,
3.0,3.0,95.0,,
24.0,,501.0,1.0,6108.0
22.0,,501.0,1.0,2300.0
,,501.0,,
22.0,,501.0,1.0,5500.0
22.0,,501.0,1.0,3301.0
14.0,14.0,501.0,1.0,
19.0,,119.0,3.0,
21.0,,167.0,1.0,1901.0
21.0,,167.0,3.0,2499.0
14.0,,21.0,2.0,
20.0,,123.0,1.0,
19.0,,123.0,1.0,
1.0,,123.0,,
1.0,,123.0,,
16.0,,501.0,1.0,
12.0,,501.0,3.0,
19.0,15.0,150.0,1.0,
16.0,,150.0,3.0,
9.0,8.0,150.0,,
19.0,,38.0,1.0,
16.0,,38.0,2.0,
4.0,3.0,38.0,,
1.0,,38.0,,
11.0,,106.0,1.0,
21.0,16.0,104.0,1.0,6004.0
5.0,4.0,106.0,,
22.0,,181.0,1.0,3301.0
2.0,1.0,181.0,,
19.0,,211.0,1.0,
21.0,,211.0,1.0,5404.0
9.0,8.0,211.0,,
7.0,6.0,211.0,,
3.0,3.0,211.0,,
1.0,,211.0,,
16.0,,338.0,1.0,
18.0,,207.0,3.0,
11.0,,207.0,3.0,
16.0,,90.0,2.0,
21.0,,209.0,2.0,2502.0
20.0,,209.0,1.0,
14.0,,168.0,3.0,
15.0,,168.0,3.0,
9.0,,80.0,3.0,
16.0,,501.0,3.0,
16.0,,501.0,3.0,
21.0,,501.0,1.0,2414.0
18.0,,501.0,1.0,
21.0,,487.0,1.0,3301.0
16.0,,361.0,1.0,
20.0,,112.0,1.0,
16.0,,111.0,1.0,
2.0,,112.0,,
20.0,,180.0,1.0,
19.0,,180.0,1.0,
5.0,4.0,180.0,,
2.0,,180.0,,
20.0,,284.0,1.0,
16.0,,284.0,3.0,
16.0,,113.0,3.0,
19.0,,181.0,3.0,
14.0,,181.0,3.0,
20.0,,95.0,3.0,
21.0,,232.0,1.0,6299.0
16.0,,232.0,1.0,
16.0,,111.0,2.0,
21.0,,92.0,3.0,3401.0
20.0,,486.0,1.0,
16.0,,486.0,1.0,
21.0,,501.0,1.0,6203.0
21.0,,501.0,1.0,5504.0
24.0,,501.0,1.0,3700.0
19.0,,501.0,2.0,
16.0,,501.0,1.0,
17.0,,501.0,2.0,
16.0,,254.0,1.0,
20.0,,269.0,1.0,
16.0,,310.0,3.0,
16.0,,310.0,1.0,
21.0,,501.0,3.0,3700.0
23.0,,501.0,3.0,3700.0
23.0,,501.0,1.0,4801.0
18.0,,501.0,2.0,
19.0,,223.0,1.0,
20.0,,0.0,3.0,
16.0,,40.0,3.0,
10.0,,40.0,1.0,
17.0,,283.0,1.0,
19.0,,501.0,1.0,
16.0,,501.0,1.0,
19.0,15.0,501.0,1.0,
14.0,14.0,501.0,1.0,
21.0,,384.0,1.0,6206.0
13.0,,112.0,1.0,
21.0,,385.0,1.0,2405.0
19.0,,385.0,3.0,
19.0,,294.0,1.0,
18.0,,501.0,2.0,
16.0,,501.0,1.0,
,,501.0,,
21.0,,270.0,1.0,2602.0
21.0,,270.0,1.0,5501.0
2.0,1.0,270.0,,
,,270.0,,
17.0,,0.0,2.0,
21.0,,187.0,1.0,2307.0
22.0,,405.0,1.0,2300.0
16.0,,405.0,3.0,
15.0,,90.0,3.0,
17.0,,501.0,1.0,
16.0,,501.0,1.0,
