SCHL,SCHG,POVPIP,WKL,FOD1P
16.0,,100.0,2.0,
22.0,,245.0,1.0,2311.0
16.0,,378.0,1.0,
18.0,,246.0,1.0,
18.0,,347.0,3.0,
19.0,,466.0,1.0,
21.0,,466.0,1.0,6000.0
16.0,,466.0,1.0,
19.0,,176.0,1.0,
16.0,,191.0,3.0,
22.0,,492.0,1.0,6102.0
21.0,,492.0,1.0,2408.0
6.0,6.0,492.0,,
4.0,4.0,492.0,,
4.0,4.0,492.0,,
18.0,,113.0,1.0,
19.0,,136.0,1.0,
21.0,,238.0,3.0,3700.0
16.0,,380.0,1.0,
21.0,,380.0,3.0,6102.0
2.0,1.0,380.0,,
,,380.0,,
22.0,,501.0,1.0,6200.0
22.0,,501.0,1.0,5404.0
16.0,15.0,501.0,1.0,
14.0,13.0,501.0,1.0,
16.0,,501.0,1.0,
21.0,16.0,501.0,1.0,5200.0
13.0,,90.0,3.0,
23.0,,501.0,1.0,3602.0
21.0,,56.0,1.0,1902.0
16.0,,267.0,1.0,
21.0,,142.0,1.0,6003.0
15.0,,377.0,3.0,
21.0,,377.0,3.0,6199.0
21.0,,501.0,1.0,3401.0
21.0,,501.0,1.0,1301.0
19.0,,248.0,1.0,
19.0,,248.0,2.0,
21.0,,257.0,1.0,5200.0
21.0,,257.0,1.0,5503.0
13.0,13.0,257.0,3.0,
9.0,9.0,257.0,,
21.0,,501.0,3.0,5004.0
23.0,,501.0,1.0,6106.0
11.0,10.0,501.0,,
10.0,9.0,501.0,,
8.0,7.0,501.0,,
20.0,,414.0,1.0,
9.0,9.0,414.0,,
22.0,,359.0,3.0,1902.0
22.0,,359.0,3.0,3602.0
19.0,,501.0,1.0,
21.0,,501.0,1.0,5506.0
21.0,15.0,183.0,2.0,5200.0
24.0,,501.0,1.0,2414.0
23.0,,501.0,1.0,4801.0
12.0,12.0,501.0,,
5.0,4.0,501.0,,
19.0,,373.0,2.0,
16.0,,373.0,1.0,
13.0,,86.0,3.0,
16.0,,86.0,3.0,
17.0,,294.0,1.0,
21.0,,294.0,2.0,6107.0
,,294.0,,
19.0,,162.0,2.0,
16.0,,162.0,1.0,
19.0,,162.0,1.0,
19.0,15.0,162.0,1.0,
20.0,,501.0,1.0,
20.0,,501.0,1.0,
18.0,,319.0,3.0,
18.0,,319.0,3.0,
18.0,,501.0,1.0,
16.0,,501.0,2.0,
22.0,,501.0,3.0,3600.0
22.0,,501.0,1.0,5003.0
19.0,,373.0,1.0,
19.0,,373.0,1.0,
7.0,6.0,373.0,,
6.0,5.0,373.0,,
21.0,,235.0,1.0,6203.0
21.0,,235.0,3.0,6107.0
19.0,,315.0,1.0,
19.0,,315.0,1.0,
1.0,,315.0,,
12.0,11.0,315.0,,
9.0,8.0,315.0,,
21.0,,297.0,3.0,2300.0
21.0,,297.0,1.0,3301.0
22.0,,501.0,1.0,2301.0
22.0,,501.0,1.0,2300.0
24.0,,363.0,3.0,2300.0
21.0,,363.0,2.0,6201.0
21.0,,200.0,1.0,2311.0
19.0,,43.0,1.0,
16.0,,253.0,1.0,
2.0,2.0,43.0,,
22.0,,501.0,1.0,3700.0
13.0,,501.0,3.0,
21.0,,409.0,1.0,2400.0
19.0,,409.0,1.0,
19.0,,146.0,1.0,
14.0,14.0,146.0,3.0,
10.0,10.0,146.0,,
16.0,,146.0,1.0,
20.0,,123.0,3.0,
22.0,,501.0,1.0,2304.0
21.0,,501.0,1.0,6200.0
14.0,13.0,501.0,1.0,
9.0,8.0,501.0,,
18.0,,501.0,1.0,
18.0,,501.0,1.0,
21.0,,165.0,3.0,3301.0
16.0,,501.0,1.0,
16.0,,501.0,1.0,
17.0,,30.0,1.0,
21.0,,501.0,1.0,6403.0
21.0,,501.0,1.0,6107.0
6.0,6.0,501.0,,
3.0,3.0,501.0,,
16.0,,435.0,1.0,
16.0,,435.0,1.0,
16.0,,435.0,1.0,
,,435.0,,
18.0,,236.0,1.0,
19.0,,399.0,3.0,
20.0,,89.0,2.0,
21.0,,89.0,1.0,2414.0
16.0,,204.0,1.0,
16.0,,227.0,1.0,
16.0,,336.0,1.0,
16.0,,336.0,1.0,
13.0,13.0,336.0,3.0,
10.0,10.0,336.0,,
20.0,,274.0,1.0,
21.0,,274.0,1.0,4007.0
1.0,,274.0,,
,,274.0,,
19.0,,358.0,3.0,
16.0,,358.0,3.0,
16.0,,501.0,1.0,
19.0,,501.0,1.0,
21.0,,221.0,1.0,2304.0
21.0,,152.0,1.0,5506.0
21.0,,365.0,1.0,6202.0
11.0,,501.0,3.0,
12.0,,501.0,1.0,
,,501.0,,
16.0,,27.0,1.0,
16.0,,73.0,1.0,
16.0,,73.0,1.0,
5.0,5.0,73.0,,
1.0,,73.0,,
1.0,,73.0,,
17.0,,24.0,3.0,
14.0,,501.0,1.0,
20.0,,501.0,1.0,
21.0,,501.0,1.0,6203.0
15.0,,364.0,3.0,
20.0,,364.0,1.0,
19.0,15.0,364.0,1.0,
16.0,14.0,364.0,1.0,
1.0,,364.0,1.0,
16.0,,342.0,1.0,
17.0,,182.0,1.0,
16.0,,110.0,3.0,
15.0,,5.0,1.0,
15.0,,0.0,3.0,
22.0,,454.0,1.0,6203.0
19.0,,439.0,1.0,
16.0,,439.0,1.0,
16.0,,476.0,1.0,
16.0,,302.0,1.0,
13.0,,120.0,1.0,
18.0,,98.0,1.0,
20.0,,198.0,2.0,
20.0,,198.0,3.0,
16.0,,87.0,3.0,
20.0,,342.0,1.0,
20.0,,342.0,1.0,
8.0,7.0,342.0,,
5.0,4.0,342.0,,
18.0,,399.0,3.0,
16.0,,399.0,1.0,
16.0,,386.0,1.0,
19.0,,386.0,1.0,
18.0,,367.0,3.0,
18.0,,367.0,3.0,
20.0,,501.0,3.0,
16.0,,205.0,1.0,
16.0,,74.0,3.0,
14.0,,368.0,3.0,
16.0,,368.0,1.0,
16.0,,368.0,1.0,
16.0,,381.0,1.0,
16.0,,381.0,1.0,
16.0,,292.0,2.0,
16.0,,292.0,3.0,
18.0,,501.0,3.0,
16.0,,501.0,2.0,
19.0,,338.0,1.0,
21.0,,338.0,1.0,6002.0
21.0,,191.0,1.0,5503.0
18.0,,191.0,1.0,
11.0,11.0,191.0,,
8.0,7.0,191.0,,
21.0,,501.0,3.0,2408.0
21.0,,501.0,1.0,6107.0
21.0,,189.0,3.0,5507.0
21.0,,264.0,1.0,6201.0
16.0,,264.0,1.0,
4.0,4.0,264.0,,
1.0,1.0,264.0,,
1.0,,264.0,,
14.0,,264.0,3.0,
16.0,,501.0,1.0,
16.0,,501.0,1.0,
21.0,16.0,501.0,1.0,6109.0
17.0,,106.0,2.0,
16.0,,501.0,3.0,
22.0,,501.0,1.0,6203.0
10.0,,501.0,3.0,
11.0,,501.0,3.0,
19.0,,501.0,3.0,
22.0,,501.0,2.0,2304.0
18.0,,123.0,1.0,
17.0,,123.0,2.0,
11.0,11.0,123.0,,
16.0,,341.0,1.0,
16.0,,76.0,1.0,
19.0,,501.0,1.0,
15.0,,501.0,1.0,
20.0,,501.0,1.0,
16.0,,501.0,1.0,
16.0,,153.0,3.0,
16.0,,116.0,2.0,
16.0,,116.0,3.0,
16.0,,211.0,2.0,
16.0,,211.0,2.0,
19.0,15.0,304.0,1.0,
21.0,,148.0,1.0,2417.0
20.0,,148.0,1.0,
19.0,,393.0,1.0,
20.0,,393.0,1.0,
21.0,,501.0,3.0,1301.0
19.0,,501.0,3.0,
21.0,,501.0,1.0,2414.0
20.0,,160.0,1.0,
23.0,16.0,267.0,1.0,5505.0
16.0,,354.0,1.0,
16.0,,235.0,2.0,
21.0,,501.0,1.0,3700.0
23.0,,501.0,1.0,3301.0
3.0,3.0,501.0,,
,,501.0,,
21.0,,417.0,1.0,2304.0
18.0,,99.0,2.0,
22.0,,91.0,1.0,6201.0
21.0,,501.0,3.0,5500.0
22.0,,501.0,3.0,6107.0
21.0,,501.0,1.0,3301.0
20.0,,501.0,2.0,
17.0,,135.0,3.0,
16.0,,501.0,3.0,
19.0,,501.0,1.0,
19.0,,0.0,3.0,
18.0,,227.0,1.0,
16.0,,164.0,3.0,
21.0,,501.0,1.0,3604.0
22.0,,501.0,1.0,6104.0
12.0,11.0,501.0,,
9.0,8.0,501.0,,
17.0,,501.0,1.0,
16.0,,96.0,3.0,
15.0,,160.0,3.0,
18.0,,273.0,1.0,
21.0,,273.0,1.0,5401.0
20.0,15.0,273.0,1.0,
16.0,,273.0,3.0,
21.0,,501.0,1.0,1902.0
21.0,,501.0,1.0,2414.0
7.0,6.0,501.0,,
4.0,3.0,501.0,,
4.0,3.0,501.0,,
16.0,,241.0,3.0,
16.0,,241.0,3.0,
22.0,,312.0,1.0,3700.0
16.0,,501.0,1.0,
16.0,,99.0,1.0,
16.0,,158.0,3.0,
16.0,,158.0,3.0,
19.0,,501.0,2.0,
16.0,,501.0,1.0,
17.0,,282.0,1.0,
16.0,,282.0,1.0,
12.0,12.0,282.0,,
9.0,9.0,282.0,,
18.0,,501.0,3.0,
23.0,,501.0,1.0,2304.0
16.0,,262.0,1.0,
16.0,,156.0,3.0,
16.0,,156.0,3.0,
22.0,,494.0,1.0,6203.0
21.0,,380.0,1.0,1104.0
22.0,,501.0,1.0,6100.0
23.0,,501.0,1.0,3601.0
23.0,,501.0,1.0,2304.0
20.0,,501.0,2.0,
19.0,15.0,142.0,1.0,
20.0,16.0,142.0,1.0,
15.0,14.0,142.0,1.0,
14.0,13.0,142.0,1.0,
11.0,,378.0,2.0,
16.0,,158.0,1.0,
16.0,,158.0,3.0,
22.0,,501.0,1.0,6107.0
21.0,,498.0,1.0,5503.0
22.0,,268.0,3.0,2304.0
16.0,,268.0,1.0,
11.0,11.0,268.0,,
11.0,11.0,268.0,,
14.0,14.0,268.0,1.0,
18.0,,275.0,1.0,
14.0,,191.0,1.0,
12.0,,71.0,2.0,
10.0,10.0,,,
6.0,5.0,,,
19.0,,373.0,3.0,
21.0,,501.0,2.0,5301.0
22.0,,501.0,1.0,1401.0
24.0,,501.0,1.0,3600.0
2.0,,501.0,,
,,501.0,,
21.0,,501.0,1.0,1301.0
21.0,,501.0,1.0,6109.0
19.0,,501.0,1.0,
23.0,,501.0,1.0,1103.0
20.0,,381.0,1.0,
16.0,,347.0,1.0,
16.0,,454.0,1.0,
20.0,,323.0,1.0,
19.0,,501.0,3.0,
17.0,,501.0,1.0,
18.0,,176.0,3.0,
17.0,,455.0,1.0,
20.0,,501.0,1.0,
19.0,,501.0,1.0,
14.0,14.0,501.0,1.0,
21.0,16.0,441.0,1.0,2304.0
16.0,,441.0,1.0,
2.0,1.0,441.0,,
20.0,,501.0,1.0,
17.0,,501.0,1.0,
17.0,,501.0,1.0,
17.0,,501.0,1.0,
18.0,,97.0,3.0,
17.0,,115.0,3.0,
20.0,,501.0,1.0,
19.0,,501.0,1.0,
23.0,,77.0,1.0,4801.0
23.0,,501.0,1.0,2400.0
20.0,,501.0,1.0,
21.0,,501.0,1.0,3202.0
19.0,,149.0,3.0,
16.0,,149.0,1.0,
21.0,,295.0,1.0,2102.0
20.0,,188.0,1.0,
22.0,,128.0,1.0,3301.0
21.0,,128.0,2.0,6109.0
7.0,7.0,128.0,,
6.0,6.0,128.0,,
4.0,4.0,128.0,,
2.0,1.0,128.0,,
15.0,,202.0,1.0,
12.0,,202.0,1.0,
12.0,,202.0,3.0,
13.0,,202.0,3.0,
16.0,,501.0,1.0,
19.0,,501.0,1.0,
16.0,,154.0,3.0,
21.0,,274.0,1.0,6207.0
21.0,,274.0,3.0,6402.0
16.0,,107.0,3.0,
22.0,,501.0,1.0,5501.0
22.0,,501.0,1.0,5200.0
,,501.0,,
,,501.0,,
16.0,,501.0,1.0,
19.0,,0.0,3.0,
16.0,,501.0,1.0,
16.0,,501.0,1.0,
12.0,,149.0,3.0,
21.0,,149.0,3.0,4801.0
16.0,,69.0,2.0,
20.0,,78.0,3.0,
19.0,,218.0,3.0,
17.0,,12.0,3.0,
20.0,,501.0,1.0,
20.0,,501.0,1.0,
16.0,,113.0,3.0,
19.0,,113.0,1.0,
21.0,,475.0,1.0,5003.0
22.0,,475.0,2.0,2300.0
21.0,,475.0,1.0,2001.0
21.0,,475.0,1.0,6005.0
19.0,,501.0,2.0,
18.0,,501.0,1.0,
21.0,,198.0,1.0,3401.0
21.0,,501.0,1.0,2408.0
21.0,,501.0,1.0,2304.0
,,501.0,,
23.0,16.0,290.0,1.0,5200.0
1.0,,221.0,1.0,
21.0,,327.0,1.0,1903.0
21.0,,327.0,1.0,1903.0
16.0,,226.0,1.0,
18.0,,501.0,1.0,
13.0,13.0,501.0,2.0,
12.0,12.0,501.0,,
21.0,,501.0,1.0,4901.0
21.0,,501.0,1.0,5003.0
21.0,,328.0,1.0,6110.0
11.0,11.0,328.0,,
9.0,9.0,328.0,,
20.0,,113.0,3.0,
13.0,,113.0,3.0,
19.0,,127.0,3.0,
21.0,,501.0,1.0,6003.0
20.0,,501.0,1.0,
21.0,,129.0,1.0,6203.0
21.0,,129.0,3.0,6201.0
17.0,,302.0,3.0,
21.0,,501.0,1.0,4007.0
16.0,,501.0,1.0,
19.0,,50.0,3.0,
13.0,13.0,50.0,3.0,
12.0,11.0,50.0,,
9.0,9.0,50.0,,
2.0,1.0,50.0,,
,,50.0,,
20.0,,501.0,1.0,
19.0,,501.0,1.0,
19.0,,247.0,2.0,
13.0,,248.0,1.0,
14.0,14.0,248.0,3.0,
19.0,,501.0,1.0,
21.0,16.0,211.0,1.0,4001.0
21.0,,501.0,1.0,2304.0
20.0,,501.0,3.0,
22.0,,501.0,1.0,5200.0
21.0,,501.0,3.0,5200.0
18.0,,460.0,2.0,
16.0,,460.0,1.0,
16.0,,12.0,1.0,
16.0,,199.0,3.0,
17.0,,187.0,1.0,
14.0,,187.0,2.0,
16.0,,501.0,1.0,
21.0,,501.0,1.0,6209.0
22.0,,501.0,1.0,6107.0
16.0,,464.0,1.0,
16.0,,464.0,3.0,
16.0,,109.0,3.0,
21.0,,501.0,1.0,2901.0
16.0,,501.0,2.0,
21.0,,501.0,1.0,1902.0
21.0,,501.0,3.0,6200.0
20.0,,257.0,1.0,
16.0,,257.0,3.0,
16.0,,286.0,1.0,
16.0,,286.0,1.0,
16.0,,286.0,1.0,
20.0,,501.0,1.0,
19.0,,501.0,2.0,
22.0,,308.0,1.0,6002.0
22.0,,308.0,1.0,6002.0
19.0,,383.0,3.0,
21.0,,383.0,3.0,2300.0
16.0,,147.0,3.0,
16.0,,147.0,2.0,
16.0,,147.0,3.0,
16.0,,193.0,1.0,
20.0,,193.0,1.0,
20.0,,435.0,1.0,
19.0,,93.0,1.0,
21.0,,451.0,1.0,6207.0
12.0,12.0,93.0,3.0,
8.0,7.0,93.0,,
21.0,,343.0,1.0,3600.0
21.0,,6.0,3.0,1902.0
22.0,,501.0,1.0,1105.0
21.0,,501.0,1.0,6107.0
19.0,,501.0,1.0,
19.0,,116.0,1.0,
11.0,11.0,116.0,,
10.0,10.0,116.0,,
13.0,,13.0,1.0,
17.0,,161.0,1.0,
19.0,,288.0,1.0,
22.0,,288.0,1.0,2300.0
11.0,10.0,288.0,,
8.0,7.0,288.0,,
6.0,5.0,288.0,,
6.0,6.0,288.0,,
20.0,,288.0,2.0,
16.0,,437.0,1.0,
16.0,,437.0,2.0,
19.0,,437.0,1.0,
21.0,16.0,501.0,1.0,6206.0
16.0,,501.0,1.0,
17.0,,149.0,1.0,
11.0,,172.0,3.0,
23.0,,501.0,1.0,3600.0
16.0,,501.0,1.0,
19.0,,395.0,1.0,
19.0,,395.0,1.0,
15.0,,376.0,1.0,
21.0,,376.0,1.0,6205.0
13.0,,376.0,3.0,
19.0,,376.0,1.0,
19.0,15.0,376.0,1.0,
18.0,15.0,376.0,1.0,
20.0,,431.0,1.0,
15.0,,431.0,1.0,
21.0,,250.0,1.0,2314.0
17.0,,354.0,1.0,
19.0,,354.0,1.0,
21.0,,343.0,1.0,5502.0
19.0,,501.0,1.0,
20.0,,501.0,3.0,
19.0,,501.0,1.0,
21.0,,501.0,2.0,6203.0
21.0,,501.0,1.0,5200.0
21.0,,501.0,1.0,6206.0
13.0,12.0,501.0,,
22.0,16.0,501.0,1.0,6109.0
20.0,,501.0,1.0,
6.0,6.0,501.0,,
12.0,,185.0,3.0,
11.0,,185.0,1.0,
16.0,,185.0,1.0,
16.0,,501.0,3.0,
16.0,,501.0,3.0,
21.0,,0.0,3.0,2300.0
21.0,,0.0,3.0,2300.0
19.0,15.0,0.0,3.0,
20.0,,501.0,1.0,
16.0,,501.0,3.0,
8.0,8.0,501.0,,
21.0,,501.0,2.0,5200.0
22.0,,501.0,1.0,6107.0
20.0,,177.0,1.0,
19.0,,177.0,1.0,
7.0,6.0,177.0,,
1.0,1.0,177.0,,
1.0,,177.0,,
21.0,,501.0,1.0,6203.0
21.0,,501.0,1.0,6107.0
2.0,,501.0,,
,,501.0,,
16.0,,250.0,3.0,
19.0,,501.0,1.0,
13.0,,501.0,1.0,
16.0,,122.0,1.0,
17.0,,122.0,2.0,
21.0,,501.0,1.0,5504.0
21.0,,501.0,1.0,6108.0
19.0,15.0,501.0,1.0,
13.0,12.0,501.0,1.0,
16.0,,210.0,3.0,
21.0,,386.0,1.0,6203.0
18.0,,386.0,1.0,
2.0,2.0,386.0,,
16.0,,254.0,3.0,
17.0,,0.0,3.0,
16.0,,0.0,2.0,
21.0,,501.0,1.0,5200.0
19.0,,501.0,1.0,
5.0,4.0,501.0,,
3.0,2.0,501.0,,
16.0,,309.0,2.0,
16.0,,309.0,2.0,
16.0,,203.0,3.0,
16.0,,203.0,1.0,
20.0,,191.0,1.0,
21.0,,501.0,1.0,2901.0
20.0,,501.0,1.0,
17.0,,289.0,1.0,
17.0,,130.0,3.0,
16.0,,206.0,1.0,
11.0,,214.0,3.0,
21.0,,296.0,1.0,4901.0
16.0,,296.0,3.0,
21.0,,501.0,1.0,6402.0
14.0,,213.0,3.0,
17.0,,213.0,2.0,
16.0,,145.0,1.0,
21.0,,501.0,1.0,2300.0
22.0,,501.0,1.0,5200.0
21.0,,501.0,2.0,2400.0
17.0,,146.0,1.0,
19.0,,0.0,3.0,
7.0,,146.0,,
14.0,,146.0,3.0,
16.0,,501.0,1.0,
15.0,,501.0,1.0,
19.0,,218.0,3.0,
18.0,,122.0,3.0,
12.0,,108.0,3.0,
12.0,,283.0,3.0,
16.0,,283.0,3.0,
20.0,,501.0,1.0,
20.0,,501.0,1.0,
1.0,,217.0,1.0,
16.0,,147.0,1.0,
16.0,,147.0,1.0,
4.0,3.0,147.0,,
19.0,,225.0,1.0,
19.0,,313.0,1.0,
2.0,1.0,225.0,,
21.0,,192.0,1.0,5200.0
20.0,,0.0,2.0,
18.0,,192.0,1.0,
16.0,,192.0,3.0,
21.0,,288.0,1.0,6004.0
16.0,,501.0,3.0,
16.0,,501.0,1.0,
16.0,,501.0,3.0,
16.0,,501.0,1.0,
14.0,,501.0,1.0,
21.0,,501.0,1.0,2306.0
21.0,,501.0,1.0,6200.0
16.0,,356.0,3.0,
16.0,,356.0,2.0,
21.0,,343.0,1.0,3604.0
20.0,,204.0,3.0,
19.0,,364.0,1.0,
19.0,,364.0,1.0,
2.0,1.0,364.0,,
,,364.0,,
20.0,,71.0,1.0,
9.0,,173.0,3.0,
15.0,,173.0,3.0,
19.0,,329.0,1.0,
12.0,,329.0,3.0,
16.0,,329.0,1.0,
21.0,,501.0,1.0,2309.0
21.0,,501.0,2.0,4901.0
18.0,,290.0,3.0,
21.0,,268.0,1.0,2408.0
16.0,,268.0,3.0,
20.0,,501.0,1.0,
21.0,,501.0,1.0,6200.0
22.0,,250.0,1.0,5506.0
22.0,,250.0,3.0,6002.0
6.0,5.0,250.0,,
4.0,3.0,250.0,,
3.0,2.0,250.0,,
22.0,,250.0,1.0,3301.0
18.0,,145.0,3.0,
16.0,,145.0,3.0,
21.0,,173.0,1.0,3600.0
17.0,,145.0,1.0,
12.0,12.0,145.0,,
17.0,,145.0,2.0,
21.0,,325.0,1.0,6109.0
17.0,,325.0,1.0,
12.0,12.0,325.0,3.0,
6.0,6.0,325.0,,
16.0,,325.0,2.0,
20.0,15.0,114.0,1.0,
17.0,,152.0,1.0,
21.0,,501.0,3.0,2408.0
21.0,,501.0,3.0,4007.0
21.0,,124.0,2.0,6402.0
22.0,,124.0,1.0,5003.0
14.0,13.0,124.0,1.0,
12.0,11.0,124.0,,
11.0,10.0,124.0,,
9.0,8.0,124.0,,
7.0,6.0,124.0,,
3.0,2.0,124.0,,
2.0,1.0,124.0,,
21.0,,335.0,1.0,5507.0
22.0,,335.0,1.0,2304.0
21.0,,456.0,1.0,3301.0
16.0,,501.0,1.0,
22.0,,501.0,1.0,2300.0
19.0,15.0,113.0,1.0,
19.0,15.0,75.0,1.0,
19.0,15.0,75.0,1.0,
19.0,15.0,75.0,1.0,
19.0,15.0,81.0,1.0,
21.0,,490.0,1.0,2406.0
18.0,,490.0,1.0,
16.0,,171.0,3.0,
13.0,,171.0,3.0,
21.0,,201.0,2.0,6203.0
16.0,,201.0,2.0,
18.0,,10.0,3.0,
20.0,,334.0,1.0,
21.0,,95.0,2.0,2503.0
16.0,,95.0,3.0,
22.0,,342.0,1.0,2304.0
11.0,10.0,342.0,,
9.0,8.0,342.0,,
19.0,,259.0,1.0,
,,259.0,,
19.0,,259.0,1.0,
19.0,,354.0,1.0,
22.0,,354.0,1.0,5507.0
9.0,8.0,354.0,,
6.0,5.0,354.0,,
22.0,,0.0,2.0,5404.0
20.0,,303.0,1.0,
12.0,11.0,0.0,,
5.0,4.0,0.0,,
2.0,1.0,0.0,,
,,0.0,,
21.0,,501.0,2.0,2300.0
21.0,,501.0,3.0,5301.0
16.0,,200.0,3.0,
18.0,,200.0,3.0,
19.0,,0.0,2.0,
21.0,,313.0,1.0,4007.0
16.0,,313.0,1.0,
8.0,8.0,313.0,,
6.0,6.0,313.0,,
19.0,,137.0,1.0,
16.0,,120.0,2.0,
16.0,,120.0,3.0,
17.0,,120.0,3.0,
17.0,,120.0,1.0,
20.0,,501.0,1.0,
18.0,,501.0,1.0,
16.0,,501.0,1.0,
22.0,,396.0,1.0,3604.0
24.0,,396.0,1.0,5200.0
19.0,15.0,396.0,1.0,
13.0,12.0,396.0,3.0,
21.0,,410.0,1.0,6107.0
19.0,,410.0,3.0,
18.0,15.0,410.0,1.0,
20.0,,501.0,1.0,
20.0,,501.0,1.0,
21.0,,420.0,1.0,2300.0
19.0,,420.0,1.0,
18.0,,420.0,1.0,
22.0,,501.0,1.0,2309.0
13.0,,501.0,1.0,
18.0,,296.0,3.0,
16.0,,296.0,3.0,
23.0,,501.0,1.0,6203.0
17.0,,501.0,1.0,
19.0,,199.0,3.0,
21.0,,199.0,3.0,3301.0
22.0,,327.0,2.0,5507.0
17.0,,482.0,1.0,
16.0,,482.0,3.0,
16.0,,501.0,3.0,
21.0,,501.0,1.0,2300.0
16.0,,142.0,2.0,
24.0,,501.0,1.0,2313.0
22.0,,501.0,1.0,5404.0
19.0,,342.0,2.0,
16.0,,342.0,3.0,
20.0,,339.0,1.0,
20.0,,339.0,1.0,
3.0,2.0,339.0,,
,,339.0,,
21.0,,139.0,1.0,1903.0
12.0,12.0,139.0,3.0,
16.0,,489.0,3.0,
16.0,,489.0,3.0,
17.0,,73.0,1.0,
3.0,2.0,73.0,,
2.0,1.0,73.0,,
21.0,,501.0,3.0,6203.0
16.0,,501.0,3.0,
22.0,,213.0,1.0,2313.0
20.0,,287.0,3.0,
16.0,,191.0,3.0,
16.0,,191.0,3.0,
16.0,,342.0,1.0,
16.0,,342.0,1.0,
21.0,,381.0,2.0,2399.0
21.0,,381.0,1.0,4101.0
21.0,,501.0,1.0,5301.0
20.0,,501.0,1.0,
19.0,,245.0,1.0,
21.0,,501.0,2.0,5507.0
20.0,,501.0,1.0,
9.0,8.0,501.0,,
4.0,3.0,501.0,,
16.0,,240.0,1.0,
16.0,,0.0,2.0,
14.0,,447.0,1.0,
13.0,,447.0,1.0,
16.0,,157.0,3.0,
16.0,,411.0,1.0,
16.0,,411.0,1.0,
21.0,,476.0,1.0,6203.0
20.0,15.0,476.0,1.0,
14.0,14.0,476.0,1.0,
21.0,,501.0,1.0,5601.0
16.0,,501.0,1.0,
19.0,,328.0,3.0,
20.0,,351.0,1.0,
21.0,,351.0,1.0,6107.0
5.0,5.0,351.0,,
3.0,3.0,351.0,,
,,351.0,,
19.0,,396.0,1.0,
16.0,,396.0,1.0,
16.0,,396.0,1.0,
21.0,,46.0,1.0,1501.0
17.0,,291.0,3.0,
19.0,15.0,291.0,1.0,
20.0,,64.0,2.0,
21.0,,378.0,1.0,6207.0
16.0,,302.0,1.0,
18.0,,501.0,1.0,
21.0,,501.0,1.0,5500.0
17.0,,501.0,1.0,
19.0,,501.0,1.0,
16.0,,501.0,1.0,
16.0,,501.0,1.0,
16.0,,315.0,3.0,
16.0,,315.0,2.0,
20.0,,0.0,2.0,
21.0,15.0,501.0,1.0,2414.0
12.0,,501.0,2.0,
1.0,,501.0,,
,,501.0,,
,,501.0,,
21.0,,120.0,1.0,2306.0
13.0,13.0,120.0,1.0,
20.0,,113.0,3.0,
23.0,,227.0,3.0,1105.0
23.0,,227.0,3.0,3401.0
17.0,,185.0,3.0,
16.0,,185.0,3.0,
21.0,,23.0,3.0,6201.0
21.0,,144.0,3.0,2304.0
22.0,,501.0,1.0,2300.0
21.0,,501.0,1.0,2313.0
21.0,,501.0,3.0,3302.0
23.0,,501.0,3.0,5506.0
16.0,,254.0,3.0,
15.0,,254.0,2.0,
21.0,,81.0,1.0,5500.0
16.0,,501.0,1.0,
16.0,,501.0,2.0,
20.0,,501.0,1.0,
16.0,,265.0,1.0,
16.0,,265.0,1.0,
14.0,14.0,265.0,3.0,
1.0,,265.0,3.0,
18.0,,441.0,1.0,
19.0,,441.0,1.0,
,,441.0,,
19.0,,501.0,1.0,
17.0,,501.0,1.0,
16.0,,361.0,1.0,
15.0,,264.0,1.0,
19.0,15.0,80.0,1.0,
21.0,,343.0,1.0,6000.0
16.0,,152.0,3.0,
19.0,,501.0,1.0,
19.0,,501.0,1.0,
21.0,,501.0,1.0,6108.0
11.0,11.0,501.0,,
23.0,,501.0,1.0,5506.0
16.0,,282.0,1.0,
14.0,,282.0,2.0,
16.0,,282.0,1.0,
23.0,,39.0,2.0,4001.0
21.0,,39.0,1.0,3301.0
19.0,,501.0,1.0,
18.0,,501.0,1.0,
18.0,,103.0,3.0,
18.0,,103.0,1.0,
2.0,2.0,103.0,,
,,103.0,,
20.0,,501.0,1.0,
23.0,,501.0,1.0,6107.0
17.0,,160.0,3.0,
16.0,,160.0,3.0,
21.0,,226.0,3.0,6107.0
21.0,,430.0,1.0,3604.0
21.0,,430.0,1.0,3604.0
2.0,1.0,430.0,,
,,430.0,,
19.0,,80.0,3.0,
20.0,,79.0,3.0,
12.0,,448.0,1.0,
12.0,,448.0,1.0,
22.0,,343.0,1.0,2414.0
18.0,,305.0,1.0,
19.0,,60.0,3.0,
13.0,,98.0,3.0,
19.0,15.0,418.0,2.0,
16.0,,239.0,3.0,
22.0,,497.0,1.0,2309.0
20.0,,289.0,3.0,
19.0,15.0,214.0,2.0,
19.0,,214.0,1.0,
11.0,,45.0,3.0,
20.0,,305.0,1.0,
20.0,,501.0,1.0,
16.0,,501.0,1.0,
18.0,,233.0,2.0,
16.0,,233.0,3.0,
19.0,,233.0,1.0,
19.0,,152.0,1.0,
23.0,,446.0,1.0,2100.0
22.0,16.0,446.0,1.0,6109.0
5.0,4.0,446.0,,
4.0,3.0,446.0,,
2.0,1.0,446.0,,
20.0,,270.0,1.0,
22.0,,270.0,1.0,1901.0
3.0,3.0,270.0,,
16.0,,222.0,3.0,
16.0,,222.0,3.0,
19.0,,177.0,1.0,
