ID,SCHL,SCHG,POVPIP,WKL,FOD1P
5551,24,0,501,1,5505
5552,19,0,501,1,0
5553,21,0,501,1,1901
5554,23,0,501,1,3301
5555,21,16,117,1,5506
5556,21,16,47,1,6200
5557,22,0,501,1,5505
5558,23,0,501,1,5505
5559,0,0,501,0,0
5560,16,0,16,3,0
5561,21,0,34,1,5301
5562,19,0,200,3,0
5563,21,0,501,1,6107
5564,21,0,368,1,6107
5565,16,0,307,1,0
5566,16,0,67,3,0
5567,21,0,501,1,1902
5568,21,0,501,1,1902
5569,3,3,501,0,0
5570,1,1,501,0,0
5571,0,0,501,0,0
5572,22,0,501,1,1904
5573,22,0,501,1,2100
5574,5,4,501,0,0
5575,3,2,501,0,0
5576,23,0,501,1,5200
5577,21,0,501,1,5501
5578,21,0,501,1,5501
5579,22,0,501,1,6402
5580,22,0,501,2,3301
5581,22,16,149,1,6207
5582,21,16,149,2,6200
5583,22,0,192,1,5504
5584,19,0,76,2,0
5585,16,0,76,2,0
5586,23,0,501,3,5501
5587,23,0,501,3,5506
5588,24,0,501,1,5506
5589,16,0,183,1,0
5590,17,0,183,1,0
5591,15,0,265,3,0
5592,21,0,265,3,5505
5593,17,0,265,1,0
5594,21,16,269,1,5506
5595,24,0,501,1,5501
5596,14,13,501,3,0
5597,8,7,501,0,0
5598,21,0,501,1,5505
5599,21,0,501,1,4101
5600,24,0,458,1,5007
5601,24,0,501,2,2405
5602,16,0,164,1,0
5603,22,0,501,1,6207
5604,23,0,501,1,5506
5605,21,0,501,1,2310
5606,19,0,70,3,0
5607,16,0,91,3,0
5608,21,0,58,1,3700
5609,23,0,323,1,6402
5610,21,0,195,1,6003
5611,21,0,460,1,3301
5612,21,0,498,1,5506
5613,22,16,501,1,6402
5614,22,0,501,1,5506
5615,21,0,501,1,5506
5616,19,0,101,1,0
5617,22,0,501,1,2406
5618,22,0,501,1,6203
5619,7,6,501,0,0
5620,4,3,501,0,0
5621,18,0,249,3,0
5622,19,0,249,1,0
5623,8,8,249,0,0
5624,2,1,249,0,0
5625,22,0,501,1,5500
5626,22,0,501,1,6200
5627,19,0,404,1,0
5628,22,16,501,1,2310
5629,21,0,383,1,6203
5630,22,0,501,1,6107
5631,17,0,222,1,0
5632,22,16,501,1,3600
5633,20,0,501,1,0
5634,21,0,386,1,5506
5635,21,0,347,1,3700
5636,21,0,386,1,5505
5637,19,0,501,1,0
5638,21,0,309,1,2102
5639,21,16,330,1,1903
5640,21,0,330,1,3600
5641,0,0,330,0,0
5642,0,0,330,0,0
5643,14,0,436,3,0
5644,20,0,436,1,0
5645,19,0,436,1,0
5646,3,3,436,0,0
5647,1,2,436,0,0
5648,22,0,81,3,3600
5649,19,0,154,1,0
5650,23,0,501,1,5506
5651,22,0,501,1,5098
5652,21,16,396,1,3301
5653,22,0,501,1,5507
5654,21,0,501,1,5506
5655,21,0,230,1,5506
5656,21,0,501,1,5501
5657,21,0,501,1,5003
5658,22,0,438,3,1401
5659,20,0,501,3,0
5660,24,0,501,1,2602
5661,14,0,501,3,0
5662,17,0,88,2,0
5663,16,0,183,1,0
5664,17,0,183,1,0
5665,23,0,501,1,5506
5666,22,0,501,1,6207
5667,11,0,82,3,0
5668,24,0,501,1,6200
5669,22,0,501,1,5501
5670,1,0,501,0,0
5671,22,0,501,1,5506
5672,24,0,501,1,1301
5673,9,8,501,0,0
5674,4,3,501,0,0
5675,1,0,126,3,0
5676,22,0,501,1,6402
5677,22,0,501,1,6402
5678,21,0,501,1,2601
5679,19,15,0,2,0
5680,19,15,49,1,0
5681,22,0,501,1,6206
5682,2,2,501,0,0
5683,0,0,501,0,0
5684,21,0,273,1,3600
5685,19,0,501,1,0
5686,16,0,501,1,0
5687,6,6,501,0,0
5688,24,0,501,1,5003
5689,22,0,501,1,5507
5690,21,0,388,1,5506
5691,21,0,501,1,5506
5692,22,0,501,1,2300
5693,21,0,501,1,6203
5694,16,0,346,1,0
5695,16,0,307,1,0
5696,23,0,501,2,5007
5697,21,0,501,1,5501
5698,21,0,415,1,1901
5699,24,0,501,1,5501
5700,19,0,293,1,0
5701,21,0,206,3,5506
5702,22,0,501,1,1901
5703,22,0,501,1,5501
5704,21,0,501,1,2603
5705,21,0,501,1,6206
5706,22,0,501,1,5505
5707,23,0,501,2,5506
5708,22,0,501,2,2400
5709,21,0,501,2,4007
5710,10,0,286,1,0
5711,21,0,286,1,2102
5712,14,14,286,1,0
5713,21,0,80,1,5506
5714,21,0,501,1,1501
5715,19,0,501,1,0
5716,16,15,501,3,0
5717,16,14,501,3,0
5718,20,16,501,3,0
5719,21,0,501,1,5506
5720,21,0,501,1,5506
5721,23,0,368,1,1901
5722,22,0,11,1,3301
5723,21,0,321,1,3301
5724,23,0,501,1,3700
5725,24,0,501,1,6107
5726,19,0,501,1,0
5727,21,15,501,1,6209
5728,2,2,501,0,0
5729,24,0,316,1,4801
5730,16,0,70,3,0
5731,16,0,501,1,0
5732,20,0,75,3,0
5733,21,0,501,1,6107
5734,21,0,23,1,3600
5735,23,0,460,1,5402
5736,17,0,147,1,0
5737,22,0,25,3,6207
5738,16,14,25,1,0
5739,14,14,25,1,0
5740,21,0,501,1,5505
5741,22,0,501,1,3600
5742,19,0,119,3,0
5743,17,0,147,1,0
5744,15,14,84,1,0
5745,19,15,30,1,0
5746,19,15,48,1,0
5747,21,15,271,1,5506
5748,21,0,501,1,5506
5749,15,0,38,3,0
5750,21,0,501,1,1901
5751,21,0,181,1,4801
5752,21,0,501,1,2102
5753,21,0,501,1,1901
5754,0,0,501,0,0
5755,1,0,0,3,0
5756,19,0,0,3,0
5757,23,0,501,1,5507
5758,21,0,366,3,3301
5759,21,16,366,1,2300
5760,22,0,501,1,2407
5761,23,0,422,1,3600
5762,13,0,105,3,0
5763,21,0,501,1,6402
5764,23,0,501,1,5501
5765,18,0,501,2,0
5766,19,0,451,3,0
5767,21,0,451,1,1901
5768,12,12,451,0,0
5769,17,15,124,1,0
5770,2,2,124,0,0
5771,21,16,501,1,3605
5772,8,8,501,0,0
5773,23,0,501,1,1902
5774,21,15,304,1,5301
5775,1,0,0,2,0
5776,20,0,29,1,0
5777,21,0,501,1,5200
5778,19,0,230,1,0
5779,18,0,501,1,0
5780,19,15,501,2,0
5781,21,0,423,1,5501
5782,16,0,0,2,0
5783,16,0,155,1,0
5784,16,0,501,1,0
5785,21,0,373,1,3700
5786,22,0,373,2,2901
5787,16,0,420,1,0
5788,21,0,501,1,1401
5789,21,0,501,1,1401
5790,19,0,357,2,0
5791,22,16,49,1,5200
5792,22,0,501,2,4801
5793,24,0,501,1,2405
5794,1,0,501,0,0
5795,0,0,501,0,0
5796,0,0,501,0,0
5797,21,0,501,1,5506
5798,19,15,313,1,0
5799,21,0,313,1,3401
5800,22,0,501,1,3301
5801,24,16,200,1,5200
5802,21,0,501,1,3700
5803,24,0,501,1,5299
5804,0,0,501,0,0
5805,16,0,501,1,0
5806,16,0,501,1,0
5807,22,0,501,1,6402
5808,22,0,501,1,3600
5809,21,0,306,1,6402
5810,21,0,306,3,2300
5811,16,0,306,1,0
5812,21,0,371,1,2602
5813,21,15,38,2,5506
5814,24,0,501,1,5501
5815,21,0,501,1,5506
5816,22,0,501,1,5200
5817,0,0,501,0,0
5818,23,0,501,1,5501
5819,24,0,501,3,2602
5820,24,0,501,1,2300
5821,23,0,501,2,6109
5822,22,0,501,1,2408
5823,22,0,501,1,5501
5824,13,13,501,3,0
5825,16,0,93,3,0
5826,21,0,501,1,5506
5827,21,0,501,1,6206
5828,22,0,501,1,3700
5829,19,0,501,1,0
5830,19,0,501,1,0
5831,19,15,501,1,0
5832,22,0,501,3,6000
5833,24,0,501,1,6200
5834,16,0,337,1,0
5835,16,15,337,1,0
5836,21,0,501,1,5506
5837,22,0,501,1,5506
5838,21,0,501,1,5506
5839,16,0,0,3,0
5840,21,0,501,1,6203
5841,22,16,0,3,5501
5842,22,16,0,3,2102
5843,21,0,501,1,6206
5844,21,0,501,1,3301
5845,4,4,501,0,0
5846,0,0,501,0,0
5847,21,0,501,1,6402
5848,21,0,501,1,2400
5849,21,0,501,1,6203
5850,21,0,501,1,5501
5851,23,0,501,2,5506
5852,21,0,144,2,6000
5853,17,0,144,3,0
5854,21,0,421,1,5506
5855,21,0,421,1,2407
5856,23,0,501,1,5003
5857,16,0,228,1,0
5858,16,0,228,2,0
5859,19,0,228,1,0
5860,18,15,228,3,0
5861,12,0,0,3,0
5862,12,0,0,3,0
5863,21,0,501,1,6201
5864,21,0,501,1,5506
5865,22,0,133,1,3301
5866,22,0,133,1,5403
5867,22,0,281,1,1901
5868,16,0,92,3,0
5869,21,0,313,1,6200
5870,19,15,0,3,0
5871,23,0,501,1,5506
5872,21,0,501,1,2401
5873,19,0,0,2,0
5874,15,0,107,3,0
5875,16,0,263,3,0
5876,14,0,263,2,0
5877,22,0,501,1,3301
5878,22,0,501,1,5501
5879,0,0,501,0,0
5880,22,0,501,1,3301
5881,16,0,7,2,0
5882,16,0,17,3,0
5883,23,0,501,3,6206
5884,21,0,501,3,2304
5885,23,0,315,1,1401
5886,22,0,315,1,5404
5887,19,15,315,2,0
5888,14,14,315,3,0
5889,21,0,464,1,1902
5890,12,0,101,3,0
5891,19,0,42,1,0
5892,20,15,432,1,0
5893,16,0,46,3,0
5894,21,0,501,1,5506
5895,21,0,501,1,1901
5896,21,0,501,1,5200
5897,16,0,114,3,0
5898,21,0,75,3,6007
5899,22,0,501,1,5200
5900,22,0,501,1,2400
5901,17,0,45,3,0
5902,20,0,45,3,0
5903,17,0,369,1,0
5904,16,0,21,2,0
5905,22,0,501,1,2414
5906,21,0,501,1,6402
5907,15,0,0,2,0
5908,22,0,498,1,2304
5909,21,16,498,1,3301
5910,22,0,501,1,1901
5911,16,0,501,1,0
5912,16,0,501,3,0
5913,22,0,501,1,5506
5914,18,0,136,1,0
5915,16,0,136,3,0
5916,18,0,136,1,0
5917,18,0,136,3,0
5918,20,15,136,1,0
5919,22,0,501,1,6402
5920,19,0,199,3,0
5921,21,0,501,1,5506
5922,22,0,501,1,5502
5923,16,0,92,1,0
5924,21,0,501,1,2001
5925,22,0,501,1,4001
5926,2,1,501,0,0
5927,21,0,419,1,3700
5928,21,0,489,1,3700
5929,21,0,388,1,6107
5930,13,0,0,3,0
5931,22,16,501,1,6207
5932,22,0,501,1,5501
5933,16,15,15,1,0
5934,16,15,0,2,0
5935,21,0,501,1,5599
5936,21,0,501,1,6002
5937,14,14,90,1,0
5938,0,0,90,0,0
5939,20,0,501,3,0
5940,22,0,501,1,6002
5941,23,0,308,1,6402
5942,19,0,501,1,0
5943,22,0,501,1,3301
5944,19,15,243,1,0
5945,4,4,243,0,0
5946,22,0,13,1,6007
5947,19,0,501,1,0
5948,22,0,501,1,2599
5949,8,8,501,0,0
5950,6,6,501,0,0
5951,3,3,501,0,0
5952,18,15,1,2,0
5953,16,0,501,3,0
5954,18,0,501,1,0
5955,18,0,501,1,0
5956,19,15,195,1,0
5957,15,0,195,1,0
5958,19,15,195,1,0
5959,22,0,425,2,2304
5960,11,0,425,3,0
5961,19,0,151,3,0
5962,16,0,453,3,0
5963,21,0,453,3,6203
5964,22,0,501,1,4001
5965,21,0,501,1,6206
5966,18,0,427,3,0
5967,22,0,427,1,2105
5968,16,0,427,1,0
5969,21,15,390,1,4001
5970,22,0,501,1,2406
5971,20,0,357,1,0
5972,16,0,357,1,0
5973,21,0,356,1,2100
5974,19,0,356,3,0
5975,8,7,356,0,0
5976,4,3,356,0,0
5977,21,0,501,1,5505
5978,21,0,501,1,5506
5979,21,0,309,3,3401
5980,14,0,0,3,0
5981,22,0,501,1,6004
5982,21,0,501,1,6402
5983,16,0,501,1,0
5984,17,0,501,1,0
5985,19,0,501,3,0
5986,23,0,501,1,6207
5987,22,0,501,1,2402
5988,23,0,501,1,2300
5989,23,0,501,1,4002
5990,12,12,501,3,0
5991,24,0,501,1,5001
5992,20,15,167,1,0
5993,23,0,501,1,5506
5994,18,0,91,3,0
5995,16,0,265,1,0
5996,10,0,501,1,0
5997,17,0,501,1,0
5998,22,0,501,1,5599
5999,4,3,501,0,0
6000,1,0,501,0,0
6001,21,0,501,1,5506
6002,21,0,501,1,6107
6003,22,0,501,1,5506
6004,21,0,501,1,2102
6005,21,0,501,1,6211
6006,16,0,92,3,0
6007,21,0,321,1,5506
6008,15,0,72,3,0
6009,23,0,501,1,5402
6010,24,0,501,1,1501
6011,22,0,501,1,5507
6012,23,0,501,1,3600
6013,21,0,501,1,6201
6014,21,0,501,3,5504
6015,7,6,501,0,0
6016,1,0,501,1,0
6017,23,0,501,1,6402
6018,22,16,501,1,5505
6019,16,0,316,1,0
6020,16,0,316,1,0
6021,21,0,501,1,5505
6022,22,0,501,1,6100
6023,22,0,501,1,6207
6024,23,0,501,1,5200
6025,17,0,330,1,0
6026,17,0,330,1,0
6027,22,0,305,1,4001
6028,22,0,501,1,5501
6029,17,0,7,3,0
6030,14,0,24,3,0
6031,14,14,24,3,0
6032,11,11,24,0,0
6033,10,10,24,0,0
6034,10,10,24,0,0
6035,3,3,24,0,0
6036,2,1,24,0,0
6037,21,0,501,1,6200
6038,24,0,331,2,3600
6039,21,0,501,1,5506
6040,21,0,501,1,5506
6041,22,0,501,1,6402
6042,22,0,501,1,2400
6043,0,0,501,0,0
6044,23,0,82,1,6402
6045,22,0,82,1,1904
6046,0,0,82,0,0
6047,21,16,115,1,2602
6048,16,0,98,1,0
6049,1,0,98,0,0
6050,1,0,98,0,0
6051,1,0,98,0,0
6052,1,1,98,0,0
6053,0,0,98,0,0
6054,21,0,501,1,5501
6055,21,0,501,1,5505
6056,21,0,501,1,3301
6057,22,0,501,3,2304
6058,24,0,501,3,2408
6059,22,0,501,3,5404
6060,18,0,83,2,0
6061,16,0,83,2,0
6062,24,0,501,1,5003
6063,21,0,501,1,5003
6064,23,0,501,1,3600
6065,22,0,501,1,5200
6066,21,0,501,1,3600
6067,0,0,501,0,0
6068,23,0,501,1,5506
6069,22,0,501,1,6109
6070,2,1,501,0,0
6071,0,0,501,0,0
6072,23,0,501,1,1501
6073,21,0,501,1,1903
6074,22,0,501,1,6402
6075,20,0,231,1,0
6076,23,0,501,1,5505
6077,21,0,501,1,5505
6078,22,0,501,1,1901
6079,24,0,501,1,5506
6080,23,0,501,1,5506
6081,6,6,501,0,0
6082,4,4,501,0,0
6083,16,0,312,3,0
6084,22,0,501,1,5506
6085,21,0,460,1,6003
6086,21,16,249,1,4007
6087,21,0,165,1,1100
6088,21,0,501,1,6001
6089,14,0,0,3,0
6090,21,0,501,2,6203
6091,21,0,501,1,1101
6092,21,0,501,1,1303
6093,21,0,501,1,6103
6094,16,0,83,2,0
6095,22,0,501,1,5507
6096,16,0,317,1,0
6097,16,0,317,3,0
6098,21,0,317,1,6203
6099,17,0,147,1,0
6100,14,0,147,1,0
6101,1,0,83,3,0
6102,23,0,501,1,5402
6103,22,0,269,1,1902
6104,21,0,501,1,5505
6105,17,0,501,1,0
6106,19,0,401,3,0
6107,21,0,501,1,6203
6108,23,0,501,3,5506
6109,16,0,498,1,0
6110,22,0,501,1,5402
6111,22,0,501,1,6107
6112,21,0,501,2,6000
6113,21,0,501,1,5506
6114,21,0,415,1,5507
6115,22,0,501,1,5501
6116,19,15,501,1,0
6117,19,15,501,1,0
6118,23,0,501,1,3600
6119,22,0,501,1,5501
6120,22,0,501,3,6006
6121,12,12,501,0,0
6122,11,10,501,0,0
6123,22,0,501,1,6006
6124,22,0,501,1,5506
6125,14,0,250,3,0
6126,14,0,8,3,0
6127,21,0,501,1,5501
6128,16,14,501,1,0
6129,12,11,501,0,0
6130,11,10,501,0,0
6131,18,0,90,2,0
6132,21,0,90,1,6000
6133,5,4,90,0,0
6134,21,0,501,1,5506
6135,22,0,501,1,4801
6136,21,16,262,1,1904
6137,21,0,309,1,5506
6138,21,0,501,1,5200
6139,20,0,501,1,0
6140,21,0,501,1,2409
6141,21,0,442,1,5506
6142,22,0,442,1,5506
6143,9,9,442,0,0
6144,5,5,442,0,0
6145,21,0,501,1,5506
6146,21,0,501,1,5506
6147,14,0,129,3,0
6148,22,0,501,1,6207
6149,19,0,501,1,0
6150,22,0,501,1,5506
6151,24,0,501,1,5506
6152,20,0,501,1,0
6153,22,0,501,1,2408
6154,21,0,501,1,3600
6155,16,0,501,1,0
6156,23,0,501,1,5506
6157,22,0,501,1,6207
6158,13,13,501,1,0
6159,5,5,501,0,0
6160,22,16,78,1,4901
6161,21,0,291,1,6211
6162,0,0,291,0,0
6163,13,0,65,3,0
6164,16,0,65,3,0
6165,22,0,501,1,5506
6166,21,0,501,2,6402
6167,22,0,501,1,2407
6168,21,0,0,2,6201
6169,18,0,77,1,0
6170,18,0,327,1,0
6171,17,0,327,2,0
6172,21,0,501,1,1903
6173,22,0,501,1,3700
6174,22,0,445,3,3501
6175,16,0,62,1,0
6176,18,15,62,2,0
6177,16,0,62,2,0
6178,16,0,501,3,0
6179,17,0,501,3,0
6180,19,0,501,1,0
6181,22,0,501,3,5507
6182,16,0,430,1,0
6183,16,0,430,2,0
6184,17,0,72,3,0
6185,0,0,72,0,0
6186,16,0,501,1,0
6187,22,0,423,1,5506
6188,21,0,485,1,1902
6189,22,0,501,1,5506
6190,19,0,139,3,0
6191,21,0,501,1,6207
6192,21,0,467,1,1901
6193,16,0,0,3,0
6194,23,0,501,1,6205
6195,20,15,501,1,0
6196,22,0,437,1,5501
6197,9,9,437,0,0
6198,7,7,437,0,0
6199,4,4,437,0,0
6200,21,0,0,3,1904
6201,21,0,3,1,1901
6202,16,0,101,3,0
6203,21,0,317,1,3301
6204,21,0,307,1,6402
6205,8,0,85,3,0
6206,23,0,501,1,5005
6207,21,0,472,1,1301
6208,16,14,162,1,0
6209,16,0,124,3,0
6210,16,0,124,3,0
6211,16,0,0,2,0
6212,21,0,501,1,6211
6213,21,0,501,1,6211
6214,22,0,501,3,5507
6215,21,0,501,1,5506
6216,21,0,501,1,6402
6217,24,0,501,1,5506
6218,16,0,287,2,0
6219,16,0,287,2,0
6220,22,0,388,1,5507
6221,21,16,388,1,5506
6222,22,0,194,1,6001
6223,21,0,77,1,6002
6224,21,0,194,1,6001
6225,21,0,194,1,6001
6226,23,0,53,2,6203
6227,21,0,53,3,2300
6228,22,0,501,1,6203
6229,19,0,300,1,0
6230,16,0,300,3,0
6231,19,0,1,1,0
6232,20,0,501,3,0
6233,21,15,501,1,5506
6234,1,0,476,1,0
6235,21,16,476,1,5506
6236,19,0,423,3,0
6237,16,0,423,1,0
6238,13,0,501,3,0
6239,16,0,501,3,0
6240,21,0,195,1,5506
6241,22,0,501,2,6402
6242,21,0,501,1,6000
6243,21,0,391,1,5503
6244,19,0,501,1,0
6245,19,0,501,1,0
6246,23,0,347,1,3301
6247,13,12,347,0,0
6248,10,9,347,0,0
6249,16,0,0,2,0
6250,20,0,501,1,0
6251,21,0,501,1,2602
6252,10,0,69,3,0
6253,18,0,451,3,0
6254,20,0,0,2,0
6255,21,16,501,1,6110
6256,21,0,501,1,2400
6257,22,0,55,1,2410
6258,18,14,55,2,0
6259,13,0,55,3,0
6260,16,0,55,3,0
6261,19,0,501,1,0
6262,23,0,501,1,6402
6263,19,0,501,1,0
6264,22,16,474,1,6002
6265,22,0,474,1,5502
6266,17,0,342,1,0
6267,17,0,342,1,0
6268,13,13,342,3,0
6269,10,10,342,0,0
6270,22,16,501,1,2603
6271,13,13,20,1,0
6272,22,0,501,1,5506
6273,22,0,501,1,4001
6274,22,0,501,1,2400
6275,21,0,501,1,2305
6276,21,0,501,1,6201
6277,22,0,501,1,5200
6278,21,16,501,1,1902
6279,21,0,384,1,1902
6280,23,0,501,1,5003
6281,16,0,67,3,0
6282,19,0,67,3,0
6283,16,0,79,3,0
6284,13,13,79,3,0
6285,23,0,501,1,4801
6286,24,16,501,1,6103
6287,22,0,501,1,3601
6288,22,0,501,1,6203
6289,0,0,501,0,0
6290,0,0,501,0,0
6291,19,15,501,1,0
6292,21,0,353,1,1501
6293,2,1,353,0,0
6294,22,0,170,2,3301
6295,22,0,501,1,5506
6296,23,0,501,3,6106
6297,21,0,501,1,6006
6298,5,4,501,0,0
6299,16,0,501,1,0
6300,22,0,13,3,2100
6301,22,0,501,1,3401
6302,22,0,501,1,6110
6303,21,15,92,1,5506
6304,16,0,148,1,0
6305,22,0,501,1,5200
6306,20,0,501,1,0
6307,22,0,501,1,2414
6308,21,0,501,1,3301
6309,16,0,255,1,0
6310,16,0,255,1,0
6311,9,0,255,0,0
6312,16,0,255,1,0
6313,18,0,327,1,0
6314,24,0,0,3,2304
6315,23,0,501,1,5003
6316,21,0,501,1,1301
6317,22,0,501,1,6203
6318,21,0,430,1,5501
6319,21,16,361,1,5505
6320,22,0,468,1,3700
6321,21,0,501,1,5505
6322,21,0,353,1,5501
6323,21,0,501,1,5301
6324,16,0,501,3,0
6325,9,0,175,3,0
6326,8,0,175,3,0
6327,8,0,152,3,0
6328,22,0,501,1,5505
6329,20,0,365,3,0
6330,20,0,501,1,0
6331,23,0,501,1,5200
6332,17,0,178,2,0
6333,21,0,345,3,5506
6334,18,0,345,1,0
6335,18,0,345,1,0
6336,18,0,345,1,0
6337,18,0,345,3,0
6338,16,0,345,2,0
6339,16,0,233,1,0
6340,21,0,501,1,2414
6341,22,0,501,1,6402
6342,21,16,153,3,2105
6343,22,0,76,1,2407
6344,21,0,327,1,4001
6345,15,0,501,3,0
6346,22,0,501,1,6102
6347,21,0,501,1,6212
6348,22,0,501,1,6002
6349,21,16,501,1,6203
6350,7,6,501,0,0
6351,5,4,501,0,0
6352,22,0,501,1,5506
6353,4,4,501,0,0
6354,21,0,501,3,5200
6355,16,0,501,3,0
6356,21,0,501,1,1901
6357,21,0,501,1,2105
6358,22,0,501,1,6102
6359,24,0,501,1,5200
6360,24,0,501,1,5200
6361,22,0,501,1,3700
6362,22,0,501,1,6206
6363,22,0,501,1,6206
6364,16,0,369,3,0
6365,22,0,501,1,6201
6366,22,0,501,1,1902
6367,21,0,501,1,6402
6368,19,0,122,1,0
6369,2,1,122,0,0
6370,22,0,0,2,5501
6371,21,16,501,1,5402
6372,21,0,501,1,1901
6373,16,0,18,3,0
6374,21,0,501,3,5507
6375,22,0,501,1,1501
6376,21,15,7,1,5403
6377,21,15,38,1,5505
6378,21,0,338,1,6200
6379,9,0,338,1,0
6380,16,14,338,1,0
6381,12,11,338,0,0
6382,2,1,338,0,0
6383,19,0,0,3,0
6384,16,0,0,3,0
6385,7,7,0,0,0
6386,1,0,0,0,0
6387,16,0,132,1,0
6388,19,0,132,1,0
6389,8,8,132,0,0
6390,1,1,132,0,0
6391,21,16,501,1,1902
6392,22,16,501,1,3700
6393,22,0,501,1,5506
6394,23,0,501,1,4801
6395,23,0,501,1,4801
6396,11,11,501,0,0
6397,22,0,501,1,5200
6398,22,0,396,1,6402
6399,21,0,396,3,2300
6400,16,0,42,3,0
6401,23,0,374,1,5506
6402,22,0,374,3,3700
6403,3,2,374,0,0
6404,2,1,374,0,0
6405,21,0,432,1,2407
6406,19,0,432,1,0
6407,10,10,432,0,0
6408,16,0,79,1,0
6409,12,0,79,3,0
6410,1,1,79,0,0
6411,21,0,217,1,5200
6412,21,0,501,1,2403
6413,15,0,424,1,0
6414,22,0,501,1,5505
6415,21,0,133,2,2304
6416,21,16,501,1,1901
6417,22,0,501,1,1902
6418,22,0,501,1,5506
6419,22,0,421,1,6203
6420,22,0,461,1,6001
6421,16,0,501,1,0
6422,21,0,439,1,6402
6423,21,0,501,1,6402
6424,23,0,501,1,3600
6425,21,0,501,1,6402
6426,22,0,501,1,5008
6427,22,0,424,1,2602
6428,21,0,501,1,1902
6429,16,0,501,1,0
6430,16,0,341,3,0
6431,18,0,341,1,0
6432,21,0,501,1,1902
6433,21,0,501,1,3301
6434,4,4,501,0,0
6435,2,2,501,0,0
6436,1,1,501,0,0
6437,19,16,66,1,0
6438,22,0,350,1,5402
6439,22,0,501,1,6201
6440,22,0,501,1,1401
6441,21,0,441,3,6203
6442,22,0,501,1,1303
6443,18,0,116,1,0
6444,12,12,116,0,0
6445,22,0,501,1,1401
6446,24,0,501,3,6402
6447,16,0,325,1,0
6448,11,11,325,0,0
6449,19,15,325,1,0
6450,18,0,312,3,0
6451,16,0,501,1,0
6452,22,0,501,1,5505
6453,12,0,430,1,0
6454,19,15,430,1,0
6455,14,0,430,1,0
6456,22,0,42,3,2399
6457,23,0,501,1,2408
6458,16,0,501,1,0
6459,14,14,501,1,0
6460,23,0,501,1,6402
6461,16,0,501,1,0
6462,16,0,501,1,0
6463,19,0,318,1,0
6464,14,14,318,3,0
6465,14,0,498,1,0
6466,19,0,214,1,0
6467,22,0,214,2,6106
6468,16,0,188,3,0
6469,16,0,188,3,0
6470,20,0,188,1,0
6471,16,0,29,2,0
6472,16,14,29,1,0
6473,13,12,29,3,0
6474,11,10,29,0,0
6475,10,9,29,0,0
6476,21,0,501,1,1901
6477,22,0,501,1,1901
6478,21,0,400,1,1901
6479,21,0,501,1,6203
6480,19,0,501,1,0
6481,19,0,501,1,0
6482,13,12,501,0,0
6483,22,0,347,1,6109
6484,12,11,347,0,0
6485,21,0,309,1,5501
6486,22,0,212,1,5599
6487,21,0,312,1,6106
6488,22,0,501,1,3609
6489,24,0,501,1,2402
6490,22,0,501,1,5200
6491,22,0,501,1,6102
6492,9,9,501,0,0
6493,7,7,501,0,0
6494,19,0,496,1,0
6495,14,13,496,3,0
6496,11,10,496,0,0
6497,19,0,257,1,0
6498,10,10,257,0,0
6499,18,0,143,2,0
6500,21,0,339,1,5505
6501,21,0,385,1,5501
6502,21,0,501,1,6200
6503,9,0,80,1,0
6504,21,0,80,3,4801
6505,13,13,80,3,0
6506,9,9,80,0,0
6507,23,0,501,1,5506
6508,23,0,501,1,1401
6509,22,0,501,1,3600
6510,23,0,501,1,2601
6511,19,0,175,1,0
6512,16,0,175,3,0
6513,21,0,501,1,2105
6514,23,0,501,1,6402
6515,22,16,19,1,5501
6516,21,15,115,1,5506
6517,21,15,154,3,2408
6518,22,0,501,1,6201
6519,21,0,501,1,5506
6520,18,0,0,2,0
6521,17,0,11,3,0
6522,22,0,501,1,5501
6523,24,0,501,1,3600
6524,0,0,501,0,0
6525,0,0,501,0,0
6526,21,0,501,1,2300
6527,21,0,350,1,1103
6528,19,15,350,3,0
6529,13,13,350,3,0
6530,10,10,350,0,0
6531,23,0,350,3,2304
6532,19,0,374,3,0
6533,21,0,501,1,6402
6534,24,0,501,1,6402
6535,23,0,501,1,5501
6536,2,2,501,0,0
6537,2,2,501,0,0
6538,21,0,92,1,5500
6539,16,0,269,1,0
6540,21,0,501,3,2408
6541,21,0,501,3,6402
6542,21,0,501,1,3600
6543,21,0,390,1,5501
6544,21,0,501,1,6207
6545,21,0,470,1,6211
6546,22,0,491,1,5401
6547,21,0,501,1,3600
6548,21,0,501,1,5501
6549,21,0,501,1,5505
6550,16,15,0,3,0
6551,19,0,0,1,0
6552,19,15,0,1,0
6553,16,0,34,3,0
6554,17,0,0,1,0
6555,16,15,0,1,0
6556,16,0,52,2,0
6557,16,0,140,3,0
6558,19,15,0,1,0
6559,21,0,63,3,4901
6560,19,15,0,1,0
6561,19,15,0,1,0
6562,21,16,0,3,4801
6563,16,0,129,3,0
6564,19,0,301,1,0
6565,16,0,0,1,0
6566,19,0,129,3,0
6567,19,15,0,1,0
6568,16,0,0,1,0
6569,19,15,0,1,0
6570,16,15,0,1,0
6571,13,13,0,3,0
6572,19,15,0,1,0
6573,22,0,0,3,6200
6574,22,0,0,3,6200
6575,19,0,0,3,0
6576,17,0,0,3,0
6577,16,15,0,1,0
6578,19,15,0,1,0
6579,22,0,73,3,2300
6580,16,15,0,1,0
6581,19,15,0,3,0
