SCHL,SCHG,POVPIP,WKL,FOD1P
10,9,277,0,0
7,6,277,0,0
21,0,501,1,4801
23,0,501,1,2602
22,0,501,1,6203
0,0,501,0,0
22,0,501,1,5502
21,0,501,1,3301
18,0,86,3,0
16,0,168,3,0
22,0,501,1,1501
22,0,501,1,6402
22,0,501,1,3603
22,16,388,1,5401
19,0,501,3,0
19,15,501,1,0
21,0,360,1,5506
21,0,484,1,6203
21,0,453,1,5501
22,0,501,1,5501
21,0,501,1,1501
21,0,501,1,5501
23,0,501,3,5003
22,0,0,3,1903
19,0,0,3,0
20,0,186,3,0
15,0,457,1,0
13,0,457,1,0
9,0,457,1,0
7,6,457,0,0
22,0,501,1,5501
22,0,501,1,5505
8,7,501,0,0
5,5,501,0,0
3,3,501,0,0
18,0,69,2,0
6,6,69,0,0
4,4,69,0,0
4,4,69,0,0
0,0,69,0,0
21,0,133,1,5506
22,0,406,3,4801
21,0,501,1,6402
21,0,365,1,1901
22,16,76,1,6402
22,16,92,1,5404
12,0,0,3,0
16,0,219,1,0
16,0,70,3,0
21,16,501,1,6206
24,0,501,1,3611
21,0,405,1,6200
2,1,405,0,0
21,0,19,1,5501
22,0,501,1,5200
22,0,266,1,6402
21,0,352,1,6299
21,0,415,1,3702
21,0,187,1,3611
23,0,501,1,6110
22,0,501,1,5200
1,0,501,0,0
16,0,215,1,0
20,15,347,1,0
20,15,347,1,0
14,14,347,3,0
14,13,347,3,0
12,11,347,0,0
8,7,347,0,0
22,0,501,1,2408
23,0,501,3,5506
19,0,501,2,0
22,16,501,2,6107
22,0,501,1,6000
21,0,501,1,5501
18,0,160,1,0
22,0,501,1,5404
21,0,501,1,6002
22,0,501,1,2102
21,0,501,1,6107
12,12,501,0,0
23,0,464,1,3600
23,0,501,3,5500
19,0,501,1,0
21,0,124,3,1903
22,0,501,1,5501
22,16,501,1,1902
18,0,304,3,0
21,0,304,1,5301
16,0,501,1,0
23,0,501,1,6402
22,0,501,2,6002
0,0,501,0,0
21,0,501,1,4801
22,0,501,1,2412
0,0,501,0,0
21,0,501,1,5402
19,0,87,3,0
22,0,501,1,2500
21,0,501,1,6201
22,0,501,1,5502
0,0,501,0,0
21,0,501,1,3701
22,0,501,1,3611
2,2,501,0,0
2,1,501,0,0
18,0,501,3,0
16,0,501,3,0
14,0,46,3,0
21,16,23,1,5505
22,0,501,1,2402
21,0,184,1,6402
21,0,123,1,5506
21,0,129,1,6006
19,0,501,1,0
23,0,501,1,6203
23,0,501,1,5506
23,0,501,1,1901
0,0,501,0,0
21,0,501,1,6200
19,0,501,1,0
21,0,352,1,5506
21,0,305,1,1301
21,0,475,1,5504
23,0,401,2,2602
22,0,401,3,2602
21,0,401,1,5200
21,0,501,1,1902
23,0,501,1,3600
13,0,73,3,0
5,0,45,3,0
21,0,501,1,5505
21,0,501,1,1401
20,0,501,3,0
16,0,501,3,0
22,0,23,1,6207
22,0,501,1,6402
21,0,469,1,1501
21,0,501,1,6203
21,0,501,1,2405
19,15,501,1,0
16,15,501,3,0
24,0,501,1,5200
24,0,501,1,5003
6,5,501,0,0
16,15,0,2,0
21,0,266,1,5506
21,0,304,1,5506
19,0,501,1,0
22,0,501,1,6206
19,0,501,1,0
19,0,501,1,0
18,0,501,1,0
22,0,464,1,2405
2,0,464,0,0
21,0,441,1,5507
21,16,271,1,2601
22,16,271,1,2601
21,0,184,1,2102
21,0,184,1,5501
5,5,184,0,0
3,0,184,0,0
0,0,184,0,0
16,0,208,1,0
20,0,208,2,0
23,0,501,1,5501
20,0,501,3,0
21,0,501,1,6207
21,0,501,1,6200
18,0,501,2,0
16,15,501,1,0
22,0,501,1,6212
22,0,501,1,6207
21,15,309,1,6402
23,0,501,1,3301
22,0,501,3,1401
24,0,501,1,5505
23,0,501,1,5501
21,16,501,1,5301
21,0,355,1,6402
20,0,501,1,0
21,0,501,2,1901
21,0,164,1,6000
22,0,501,1,2603
21,0,501,1,2602
21,0,234,1,3301
23,0,234,2,2406
21,0,220,1,6402
17,0,62,3,0
21,0,501,1,3302
22,0,230,1,1902
23,0,501,1,5501
16,0,293,1,0
13,12,293,0,0
18,0,315,1,0
15,0,7,1,0
15,0,71,3,0
21,0,178,3,5507
23,0,501,1,6207
22,0,501,1,6199
22,0,501,1,5506
22,0,501,1,5506
22,0,501,1,3301
21,16,392,1,5506
21,0,501,1,5506
21,0,156,1,3302
24,0,284,3,3501
22,0,284,2,5007
19,0,501,1,0
21,0,351,1,6207
21,0,97,1,5506
21,16,187,2,5501
18,0,9,1,0
16,0,9,2,0
21,0,501,1,3301
21,0,501,1,3301
19,0,462,2,0
17,0,69,3,0
22,0,501,2,5505
21,16,23,1,2300
19,15,22,1,0
19,15,46,1,0
23,0,501,3,5200
23,0,501,1,5501
21,0,212,1,3600
21,0,212,3,6109
21,0,501,1,2414
22,0,501,1,6203
22,0,501,1,2602
2,2,501,0,0
1,0,501,0,0
22,0,501,1,5505
23,0,501,1,6402
2,2,501,0,0
2,1,501,0,0
0,0,501,0,0
22,0,501,1,3600
21,0,501,1,6203
21,0,501,1,3600
16,0,501,1,0
12,0,71,3,0
21,16,140,1,3600
22,0,454,1,2408
0,0,454,0,0
18,0,234,1,0
21,0,265,3,6107
22,0,501,1,6402
24,0,501,1,5506
22,0,501,1,5200
0,0,501,0,0
23,0,501,1,3601
8,0,266,3,0
21,0,192,1,2901
18,0,501,1,0
19,0,501,1,0
22,0,501,1,1401
22,0,501,1,5505
19,0,265,3,0
16,0,265,3,0
16,0,265,1,0
12,0,183,3,0
19,0,183,1,0
22,0,501,1,5200
20,0,501,1,0
22,0,501,1,5506
22,0,501,1,5506
24,0,501,3,2602
21,0,327,1,5506
21,0,429,1,5506
20,0,501,2,0
21,15,131,1,6210
16,0,100,1,0
6,6,100,0,0
3,3,100,0,0
8,0,315,3,0
21,0,297,1,5506
21,0,195,1,1501
23,0,501,1,5506
21,0,501,1,6203
16,0,501,3,0
21,0,501,3,3700
19,0,501,1,0
19,15,501,3,0
23,0,501,1,3600
19,0,91,2,0
18,0,111,1,0
16,0,0,3,0
14,13,0,3,0
18,0,15,1,0
24,0,54,1,6402
21,0,56,1,1903
5,5,56,0,0
19,0,501,3,0
21,15,501,1,3301
17,15,2,1,0
0,0,2,0,0
17,0,6,1,0
24,16,501,1,2100
22,0,501,1,6200
23,0,501,1,5505
2,2,501,0,0
0,0,501,0,0
22,0,452,1,1901
21,0,452,3,1901
9,8,452,0,0
6,5,452,0,0
6,5,452,0,0
2,1,452,0,0
22,0,501,1,1902
12,0,0,2,0
11,0,0,0,0
21,16,501,1,6107
17,0,501,1,0
11,10,501,0,0
21,0,501,1,5506
21,0,501,1,3600
22,0,15,1,2300
21,0,38,1,1501
20,0,424,1,0
21,0,383,1,5506
14,0,424,1,0
19,0,75,3,0
1,0,100,3,0
24,0,171,3,3301
22,0,501,1,2405
21,0,501,1,6206
24,0,501,1,5007
22,0,501,2,6110
10,9,501,0,0
23,0,485,1,2404
17,0,250,1,0
19,0,273,1,0
22,0,501,3,5506
21,16,501,2,5501
21,0,501,1,5501
21,0,384,1,1901
22,0,325,1,4001
16,0,342,1,0
17,0,342,1,0
1,0,342,1,0
17,0,342,2,0
17,0,342,1,0
1,0,342,3,0
16,0,342,1,0
16,0,342,1,0
13,13,342,0,0
17,0,0,3,0
1,2,0,0,0
18,0,413,3,0
18,0,501,3,0
22,16,336,1,5506
22,0,336,1,1901
21,0,501,1,5505
21,0,218,1,3600
22,0,501,1,5505
19,0,194,1,0
21,0,428,1,5505
24,0,501,1,2102
22,0,501,1,6207
22,0,501,2,5506
21,15,501,1,5506
21,0,501,1,5502
24,0,501,1,2414
20,15,501,3,0
6,6,501,0,0
3,3,501,0,0
22,0,348,1,6199
24,0,120,3,4801
21,0,211,1,2901
18,0,251,1,0
23,0,501,1,5506
21,0,501,1,3600
22,0,501,1,5200
21,16,39,1,6206
21,0,501,1,2001
21,0,351,1,6107
21,0,351,1,6211
21,0,19,1,6207
12,0,69,3,0
16,0,69,2,0
23,0,501,1,3600
21,0,501,1,5301
20,0,501,1,0
21,0,501,1,1901
19,15,248,1,0
18,0,248,1,0
0,0,248,0,0
16,0,158,3,0
11,0,30,3,0
22,0,501,3,6107
21,0,501,1,2102
23,0,501,1,5200
21,0,501,1,5501
21,0,501,1,6200
16,0,384,3,0
16,0,384,3,0
19,0,384,1,0
6,5,384,0,0
20,0,501,1,0
23,0,501,1,3600
14,0,136,3,0
22,0,501,1,1901
24,0,501,1,6402
10,9,501,0,0
23,0,501,3,5007
24,0,501,1,6006
21,0,501,1,5506
19,0,501,1,0
16,0,460,1,0
1,0,460,1,0
21,16,460,1,5506
16,0,501,1,0
16,0,501,1,0
16,0,501,2,0
18,15,501,3,0
15,0,501,1,0
19,0,94,1,0
21,0,272,1,5506
19,0,372,1,0
16,0,372,1,0
22,0,501,3,2414
16,0,501,3,0
23,0,501,1,2001
16,0,501,1,0
14,0,501,1,0
13,13,501,1,0
18,0,382,1,0
19,0,501,1,0
16,0,501,1,0
4,3,501,0,0
2,1,501,0,0
21,0,501,1,2300
22,0,501,1,2602
22,0,278,1,6211
21,0,329,1,6000
19,0,501,1,0
23,0,501,1,4801
22,0,232,1,3301
23,0,501,1,5505
17,0,85,2,0
16,0,85,1,0
12,0,85,3,0
20,0,85,3,0
19,0,85,1,0
22,0,501,1,3600
23,0,501,1,3600
2,1,501,0,0
0,0,501,0,0
0,0,501,0,0
22,16,501,1,2408
3,3,501,0,0
21,0,501,1,6203
22,0,501,1,6402
13,13,501,1,0
16,0,122,1,0
21,0,444,1,6107
21,16,501,1,6107
22,0,501,1,3401
16,0,42,3,0
12,12,42,3,0
11,11,42,0,0
8,8,42,0,0
5,5,42,0,0
19,15,274,1,0
22,0,501,1,5507
22,0,501,1,3301
21,0,501,1,6203
21,0,501,1,5506
21,0,501,1,3301
22,0,501,1,6203
22,0,501,1,6402
8,8,0,0,0
22,0,438,1,6299
11,10,438,0,0
6,5,438,0,0
13,0,501,1,0
22,0,501,1,6212
22,0,501,1,6203
22,0,501,1,2901
22,0,501,1,5502
22,0,501,2,6002
19,0,225,1,0
21,0,494,1,3301
22,0,494,1,5501
3,3,494,0,0
2,2,494,0,0
16,0,501,1,0
22,0,501,1,5506
21,0,93,3,1902
21,0,93,2,3301
22,0,424,1,2314
19,0,154,1,0
22,0,501,1,5506
22,0,501,1,2102
0,0,501,0,0
1,0,184,1,0
1,0,184,1,0
2,2,184,0,0
1,1,184,0,0
21,0,501,1,6201
22,0,501,1,5200
19,15,55,1,0
11,11,55,0,0
11,10,55,0,0
9,8,55,0,0
8,7,55,0,0
24,0,501,1,3700
21,0,501,1,1901
11,0,204,1,0
12,0,204,1,0
8,8,204,0,0
7,7,204,0,0
3,3,204,0,0
22,0,501,1,5007
19,0,501,2,0
16,0,501,1,0
19,0,201,3,0
19,0,201,3,0
21,0,380,3,6203
19,0,380,1,0
16,0,380,1,0
21,0,501,1,3700
16,0,405,1,0
16,0,405,1,0
3,2,405,0,0
16,0,0,2,0
22,0,501,1,6200
21,0,501,1,5506
22,0,501,1,3401
21,0,501,1,2414
21,0,501,1,5007
23,0,5,2,5200
21,0,501,1,5506
21,0,115,1,5404
22,0,395,1,1501
22,0,501,1,3700
21,0,307,1,5402
21,0,501,1,5505
21,16,323,1,2107
21,0,415,1,3603
22,0,501,1,2602
19,0,501,2,0
21,16,31,1,3401
21,16,0,2,3401
19,0,501,1,0
21,0,501,1,1901
21,0,501,1,6203
0,0,501,0,0
24,0,501,1,3699
22,0,501,1,5007
23,0,501,1,2307
14,14,501,1,0
12,11,501,0,0
21,0,155,1,4801
21,0,486,1,6402
21,0,501,1,2102
21,0,373,1,6402
22,0,501,1,2300
22,0,501,1,6402
22,0,501,1,6402
8,8,501,0,0
6,6,501,0,0
3,3,501,0,0
22,0,501,1,6402
21,0,501,1,6107
19,0,223,3,0
18,0,223,3,0
11,11,223,0,0
22,0,14,1,5402
20,0,122,1,0
16,0,122,1,0
16,0,122,1,0
2,1,122,0,0
0,0,122,0,0
21,0,501,1,1904
21,0,501,1,6402
23,0,501,1,6402
21,0,501,3,3701
23,0,501,1,6402
22,0,501,1,5501
22,0,501,1,3600
16,0,501,1,0
19,0,302,1,0
16,0,302,1,0
21,0,302,1,1904
1,1,302,0,0
0,0,302,0,0
12,0,93,1,0
22,0,501,2,6006
22,0,501,3,5501
22,0,501,1,5506
22,0,501,2,2602
15,0,414,3,0
16,0,414,3,0
22,0,501,1,6402
22,0,501,1,3301
22,16,501,1,5505
21,0,501,1,3301
16,0,427,2,0
22,0,501,1,6200
21,0,501,1,5501
16,0,313,1,0
21,0,392,1,5506
16,0,51,1,0
0,0,51,0,0
19,0,337,1,0
13,0,281,1,0
21,0,301,1,6007
23,0,301,1,6004
22,0,501,1,6203
19,0,76,1,0
12,12,76,0,0
11,10,76,0,0
0,0,76,0,0
23,0,501,1,5507
16,0,501,1,0
0,0,501,0,0
22,0,501,1,6105
22,0,501,1,5404
19,0,501,3,0
23,0,259,3,2304
16,0,259,1,0
19,0,259,1,0
21,0,501,1,6205
23,0,501,1,3600
22,0,501,1,3301
15,0,118,1,0
19,0,118,1,0
23,0,501,1,5506
22,0,501,1,3301
16,0,75,3,0
23,0,501,1,6109
22,0,462,1,6107
21,16,156,2,5506
21,0,501,1,6003
16,0,249,1,0
22,0,501,1,5507
22,0,501,1,5505
22,0,466,1,2300
19,0,501,1,0
22,0,501,1,4801
21,0,501,1,1904
21,0,501,1,6203
22,0,501,1,6201
21,0,431,1,2307
22,0,501,1,2602
21,0,501,1,1401
20,0,501,1,0
11,10,501,0,0
22,0,501,1,5200
21,0,501,1,5003
19,0,166,3,0
18,0,246,1,0
22,0,501,1,5505
21,0,477,1,5506
16,0,263,1,0
10,9,263,0,0
22,16,501,1,2417
19,15,501,1,0
21,16,6,1,2602
21,0,501,1,5506
17,0,121,1,0
16,0,121,1,0
1,1,121,0,0
22,0,501,1,5403
14,0,119,3,0
18,0,501,1,0
22,0,501,1,2603
19,0,501,1,0
16,0,438,1,0
16,0,438,3,0
18,0,114,2,0
23,0,501,3,5506
22,0,501,1,6203
22,0,501,1,6207
22,0,501,1,5506
1,2,501,0,0
1,1,501,0,0
0,0,501,0,0
24,0,501,1,5007
19,15,0,2,0
16,0,501,2,0
21,0,501,1,2102
18,0,248,1,0
0,0,248,0,0
21,0,105,1,6103
22,0,371,1,2407
22,0,501,1,5505
22,0,469,1,5505
21,0,501,1,4801
21,0,501,1,6402
2,1,501,0,0
0,0,501,0,0
16,0,501,1,0
21,0,501,1,5506
16,0,95,3,0
22,0,501,1,1501
16,0,0,3,0
21,0,382,1,6206
22,0,501,1,5506
21,0,327,1,5506
21,0,501,1,6004
24,0,501,1,6109
21,16,501,1,1301
18,0,501,1,0
21,0,288,1,3301
21,0,39,1,6006
16,0,283,1,0
16,0,283,1,0
14,14,283,3,0
11,11,283,0,0
11,0,283,1,0
5,5,283,0,0
22,0,115,1,2304
21,15,346,1,1301
13,0,314,1,0
23,0,501,1,6206
23,0,501,1,5200
1,1,501,0,0
21,0,501,1,2102
22,0,501,1,1901
22,0,501,3,3301
24,0,501,2,3301
22,0,501,1,2601
22,0,501,1,5505
21,0,408,1,2400
22,0,458,1,4001
21,0,3,3,5200
23,0,501,1,1301
19,0,501,1,0
21,0,431,1,6004
16,0,431,1,0
21,15,431,1,6211
19,15,431,1,0
11,10,431,0,0
19,0,171,1,0
10,10,171,0,0
19,0,292,1,0
16,0,292,1,0
22,0,501,1,5505
22,0,501,1,5007
22,0,501,1,3600
22,0,501,1,6002
2,0,501,0,0
19,0,501,1,0
18,0,501,1,0
6,6,501,0,0
2,2,501,0,0
19,0,501,1,0
21,0,501,1,1902
9,9,501,0,0
2,2,501,0,0
21,0,501,1,5507
22,0,501,1,5506
21,0,501,1,1401
23,0,501,1,4001
21,0,501,1,2304
7,6,501,0,0
2,2,501,0,0
16,0,42,2,0
13,12,42,0,0
10,9,42,0,0
7,6,42,0,0
22,0,501,1,6402
22,0,501,1,6402
22,0,211,1,4001
0,0,211,0,0
22,0,311,1,2406
22,0,186,1,6402
22,0,428,1,5506
21,0,459,1,5501
21,0,324,1,4801
21,0,425,1,5507
21,0,487,1,5002
21,0,425,1,6207
21,0,432,1,6004
19,0,278,1,0
23,0,501,1,6402
21,0,501,1,2105
21,0,501,1,5506
21,0,501,2,6201
0,0,501,0,0
1,0,167,3,0
1,0,167,3,0
14,13,167,3,0
23,0,501,1,5505
21,0,501,1,6207
14,14,501,1,0
18,0,92,2,0
16,0,501,1,0
19,0,153,2,0
22,0,501,1,3402
19,0,383,1,0
16,0,235,1,0
19,0,501,1,0
11,11,501,0,0
22,0,424,1,1901
21,0,501,1,5502
21,0,501,1,5506
22,0,312,1,5506
21,0,501,1,1901
21,0,501,1,6203
16,0,277,1,0
1,0,277,3,0
14,14,277,3,0
22,16,501,1,6200
16,0,326,3,0
23,0,326,2,6402
21,0,501,1,2310
22,0,501,1,1904
12,12,501,0,0
21,16,501,1,6203
14,0,218,1,0
19,0,501,1,0
21,0,501,1,1901
19,0,226,1,0
24,0,393,1,6001
22,0,501,1,6402
22,0,501,1,5506
21,0,501,1,6212
19,0,77,3,0
5,0,0,2,0
16,14,0,3,0
0,0,0,0,0
5,0,309,1,0
16,0,152,3,0
15,0,152,2,0
13,0,152,1,0
23,0,501,1,5003
21,0,501,1,6402
8,0,346,1,0
16,0,346,1,0
16,0,346,1,0
22,0,501,1,5200
22,0,501,1,5200
5,5,501,0,0
2,2,501,0,0
21,16,501,1,5506
21,0,501,1,5506
21,16,442,1,5506
21,0,501,1,3301
21,0,435,1,5501
21,0,232,1,1901
21,15,232,1,1901
21,15,232,1,6001
21,0,501,1,6203
21,0,501,1,6207
21,0,501,1,2311
23,0,501,3,6402
22,0,501,1,1401
18,0,277,1,0
21,0,501,1,6201
21,16,501,1,6207
22,0,501,1,5501
23,0,468,1,3600
21,0,501,2,6107
21,0,501,1,2408
16,0,501,1,0
23,0,501,1,6402
19,0,501,1,0
22,0,501,1,6108
21,0,501,1,6209
22,0,501,1,2414
21,0,501,1,2304
21,16,0,2,4101
22,16,0,2,5501
21,16,0,2,3601
15,0,124,1,0
15,0,124,1,0
12,12,124,0,0
0,0,124,0,0
22,0,501,1,6402
22,0,501,1,5501
1,0,95,3,0
16,0,95,2,0
21,0,501,1,6007
23,0,501,1,2406
21,0,0,3,6203
21,0,155,1,5506
21,0,501,1,2603
21,0,501,1,5506
21,0,310,1,5506
23,0,501,1,2402
21,0,501,1,5507
0,0,501,0,0
24,0,501,1,3600
18,0,501,1,0
16,0,501,1,0
18,0,501,3,0
9,9,501,0,0
19,0,283,3,0
22,0,422,1,6001
21,0,445,1,5506
19,0,501,3,0
22,0,501,1,6207
24,0,501,1,6006
24,0,501,3,4801
15,0,161,1,0
16,0,161,3,0
21,0,141,2,5507
23,0,501,1,5507
21,0,501,1,5200
21,0,501,1,5404
23,0,501,1,5506
21,0,345,1,5506
22,0,501,1,5506
22,0,501,1,5506
21,0,403,1,3301
22,0,403,1,3700
21,0,414,1,2107
21,0,285,1,6402
21,0,501,1,2102
21,0,501,1,5502
21,0,501,1,4101
24,16,0,3,5506
24,16,94,1,2601
24,16,415,1,3301
1,0,220,1,0
17,0,281,1,0
16,0,129,3,0
21,0,439,1,5501
21,0,501,1,5501
21,0,501,1,6203
21,0,501,1,1901
21,0,501,1,5506
16,0,83,3,0
23,0,501,3,3301
21,0,501,2,6107
21,0,423,1,5501
21,0,423,1,5506
21,0,92,1,5402
22,0,422,1,3600
17,0,103,1,0
17,0,93,1,0
22,0,230,1,5501
22,0,501,1,5505
23,0,501,1,5501
21,0,501,1,6005
21,0,501,1,6207
17,0,501,1,0
22,0,501,1,6201
22,0,501,3,5200
23,0,501,1,6402
23,0,501,1,5506
21,0,501,1,5404
20,15,501,1,0
0,0,501,0,0
0,0,501,0,0
17,0,364,1,0
20,0,364,1,0
19,0,185,1,0
24,0,501,1,5200
22,0,501,1,5505
22,0,501,1,6402
21,0,501,1,6004
23,0,501,1,4901
21,0,295,3,2304
11,11,295,0,0
21,0,3,3,6000
22,0,132,3,5507
22,0,501,1,5505
14,0,501,1,0
0,0,501,0,0
0,0,501,0,0
20,0,235,1,0
16,0,30,3,0
16,0,192,2,0
14,0,192,2,0
16,0,192,1,0
1,0,192,1,0
16,0,192,3,0
21,0,501,1,1902
21,0,501,1,5501
23,0,501,1,6402
21,0,501,1,6203
21,0,501,1,5505
23,0,501,3,5200
23,0,501,2,5003
22,0,440,1,3301
23,0,440,1,5506
5,4,440,0,0
2,1,440,0,0
0,0,440,0,0
22,0,134,2,5501
23,0,501,3,5506
22,0,501,3,2602
22,0,501,1,4001
15,0,200,3,0
17,0,244,1,0
20,0,414,1,0
23,16,0,2,3608
8,0,67,3,0
19,0,280,3,0
22,0,501,1,2406
22,0,501,1,1903
21,0,501,1,6200
19,0,211,1,0
5,5,211,0,0
9,9,211,0,0
18,0,124,1,0
22,0,501,2,6201
11,0,107,1,0
21,0,50,3,5506
20,0,100,1,0
7,6,100,0,0
21,0,292,1,6200
19,0,107,3,0
13,0,210,1,0
22,0,500,1,6402
21,0,265,1,5506
13,0,153,3,0
17,0,153,3,0
24,0,501,1,3700
21,0,501,1,1401
21,0,501,2,5506
22,0,501,2,2601
23,0,501,1,5506
21,0,15,1,2304
21,0,501,1,2414
22,0,501,1,5200
21,0,290,1,5504
21,0,469,1,6203
22,16,501,1,3301
22,0,501,1,5506
23,16,501,2,2602
21,0,501,1,5200
22,0,184,1,6002
21,15,138,1,6007
21,0,501,1,2102
23,0,501,1,5301
21,0,501,1,2407
5,4,501,0,0
21,0,77,3,6107
21,0,77,3,6402
21,0,393,1,6004
22,0,501,1,5506
20,0,129,3,0
20,0,129,1,0
19,0,39,1,0
21,0,501,1,5506
14,14,501,3,0
22,0,501,1,1901
22,0,501,1,4801
12,12,7,1,0
22,0,501,1,3301
21,0,501,1,2602
22,0,501,3,2304
19,0,501,3,0
16,0,501,2,0
16,0,501,1,0
2,1,501,0,0
21,0,219,2,3600
18,0,219,1,0
23,0,501,1,3301
22,0,501,1,2601
21,15,501,1,2102
16,15,501,1,0
14,13,501,1,0
14,13,501,1,0
22,0,467,1,5505
22,0,467,1,5505
14,0,100,2,0
23,0,501,1,6201
21,16,501,1,2102
22,0,501,1,5506
24,16,218,1,5501
24,16,203,1,5501
19,0,235,2,0
15,0,76,3,0
18,15,77,3,0
16,0,77,3,0
22,0,487,3,5506
21,0,501,1,5506
22,0,501,3,4801
22,0,501,3,5506
16,0,200,2,0
16,0,501,1,0
16,0,501,2,0
16,0,501,3,0
21,0,501,1,2407
20,0,501,1,0
21,0,501,1,6210
19,15,501,1,0
21,0,501,1,5102
19,0,175,3,0
19,0,176,3,0
22,0,176,1,5505
16,0,0,2,0
22,16,121,2,5501
6,5,121,0,0
23,0,501,1,2406
21,0,501,1,3302
23,0,501,1,2414
23,0,501,1,5502
21,0,501,1,2400
23,0,501,1,5506
23,0,501,1,5506
23,0,501,1,5506
22,0,501,1,1401
21,16,501,1,3401
22,0,501,1,6203
24,0,501,1,3301
24,0,501,1,3301
12,12,501,3,0
22,0,501,1,3600
21,0,461,1,6000
22,0,501,1,4801
22,0,501,1,5506
2,1,501,0,0
0,0,501,0,0
1,0,49,1,0
7,6,49,0,0
5,4,49,0,0
2,2,49,0,0
23,0,501,1,6001
23,0,501,1,6402
22,0,501,1,3600
15,0,501,3,0
12,0,501,3,0
16,0,501,1,0
13,0,501,1,0
16,14,501,1,0
19,0,501,1,0
22,0,181,2,6103
21,0,73,1,6001
23,0,501,1,2602
21,0,501,1,2603
16,0,501,1,0
14,0,78,1,0
13,13,0,3,0
21,0,501,1,1901
21,0,501,1,6200
21,16,0,3,6106
21,16,0,3,6106
21,0,194,1,5200
21,15,274,1,3600
16,0,140,1,0
16,0,140,3,0
8,8,140,0,0
5,5,140,0,0
4,4,140,0,0
22,0,38,1,3301
16,0,11,2,0
16,0,11,2,0
22,0,0,2,1902
12,0,70,3,0
18,0,0,3,0
16,0,233,1,0
22,0,188,3,6004
14,0,82,3,0
8,7,82,0,0
5,4,82,0,0
4,3,82,0,0
23,0,501,1,3301
23,0,501,1,2603
22,0,501,1,2601
21,0,501,1,5402
0,0,501,0,0
22,0,77,1,5200
21,0,64,3,6204
18,15,64,1,0
6,5,64,0,0
24,0,501,3,3600
21,0,501,1,5506
21,0,501,1,6204
21,0,501,1,5200
21,0,311,1,1302
23,0,501,1,5506
21,0,391,1,3402
21,0,368,1,3402
24,0,238,2,6402
22,0,238,3,6402
16,0,429,3,0
16,0,429,3,0
16,0,429,1,0
13,0,429,3,0
22,0,501,1,4801
22,0,501,1,6402
24,0,501,1,5501
22,0,501,1,5501
3,3,501,0,0
2,1,501,0,0
21,0,501,1,2399
19,0,177,3,0
20,0,0,2,0
23,0,459,1,2601
19,0,501,1,0
22,16,96,1,3700
19,0,368,1,0
21,15,501,1,6402
23,0,501,1,5501
0,0,501,0,0
0,0,0,0,0
0,0,0,0,0
18,0,43,1,0
8,7,43,0,0
23,16,384,1,2601
21,0,501,1,2102
21,0,501,1,3600
21,0,361,1,5506
23,0,501,1,5506
23,0,501,2,4801
21,0,501,1,5506
21,0,501,1,5501
21,0,501,1,5506
21,0,501,1,5501
21,0,501,1,6203
22,0,501,1,3402
22,0,501,1,5501
16,0,0,2,0
22,0,501,1,5506
21,0,394,1,5200
21,0,394,1,6001
8,8,394,0,0
4,4,394,0,0
3,3,394,0,0
23,0,501,1,2602
23,0,501,1,3600
23,0,501,1,3600
12,12,501,3,0
9,9,501,0,0
9,9,501,0,0
21,15,501,1,2300
24,15,501,2,3301
18,0,501,1,0
8,7,501,0,0
21,0,501,1,3301
14,0,70,3,0
16,0,70,3,0
21,0,501,1,6203
20,0,9,3,0
13,0,9,2,0
22,0,501,1,5505
24,0,231,1,5505
16,0,358,1,0
2,2,358,0,0
19,0,358,1,0
16,0,501,3,0
18,0,501,1,0
23,16,467,1,4801
21,0,428,1,5501
21,0,428,1,6204
19,0,501,3,0
19,0,501,1,0
21,0,501,1,1102
22,0,501,1,5506
19,0,501,1,0
21,0,501,1,2304
21,0,501,1,6106
0,0,501,0,0
9,8,501,0,0
23,0,501,1,2602
17,15,501,1,0
22,0,501,1,4801
22,0,501,1,5506
22,0,501,1,5501
13,12,501,0,0
19,0,69,3,0
12,0,217,2,0
21,0,499,1,6201
22,0,460,1,5505
21,0,501,1,1301
16,0,0,2,0
17,0,0,3,0
22,0,0,3,3301
22,0,94,1,5506
22,0,501,1,5402
21,0,501,1,3600
1,0,111,3,0
17,0,111,3,0
21,0,501,1,5200
24,0,499,1,3604
0,0,499,0,0
0,0,499,0,0
24,0,501,1,3609
8,0,132,3,0
19,0,501,1,0
22,0,501,1,5506
21,0,501,1,6402
0,0,501,0,0
22,0,501,1,2406
22,0,501,1,5506
0,0,501,0,0
22,0,501,1,1902
22,0,501,1,2400
0,0,501,0,0
15,0,109,1,0
21,0,109,1,5501
23,0,501,1,2408
3,3,501,0,0
1,1,501,0,0
16,0,411,1,0
21,0,501,1,1904
21,0,501,1,5501
22,0,501,1,6205
0,0,501,0,0
22,0,501,1,6203
19,0,348,1,0
21,0,501,1,5506
22,0,501,1,6203
2,1,501,0,0
0,0,501,0,0
21,0,501,1,6207
21,0,474,1,1401
1,0,501,3,0
21,0,501,1,1901
21,0,501,3,2300
17,0,42,3,0
20,0,501,1,0
21,16,0,2,3600
21,16,0,2,3600
21,0,354,1,1901
23,0,501,1,5506
22,0,262,1,1903
5,4,262,0,0
23,0,501,3,5200
23,0,501,1,6210
23,0,501,1,3301
16,0,289,1,0
6,6,289,0,0
22,0,204,1,6207
19,0,204,2,0
