ID,SCHL,SCHG,POVPIP,WKL,FOD1P
22187,17,0,171,1,0
22188,15,0,171,3,0
22189,11,11,171,0,0
22190,13,0,122,3,0
22191,21,0,249,1,6402
22192,19,0,249,1,0
22193,0,0,249,0,0
22194,22,0,265,1,5200
22195,20,0,501,3,0
22196,16,0,501,3,0
22197,17,0,51,2,0
22198,19,0,51,1,0
22199,10,10,51,0,0
22200,0,0,51,0,0
22201,0,0,51,0,0
22202,13,0,210,3,0
22203,18,0,210,1,0
22204,16,0,304,3,0
22205,19,0,304,1,0
22206,20,0,304,1,0
22207,22,0,501,3,2309
22208,20,0,501,1,0
22209,19,0,501,1,0
22210,13,13,501,3,0
22211,19,0,103,3,0
22212,21,0,265,1,4901
22213,19,0,265,1,0
22214,19,0,501,1,0
22215,21,0,501,1,5004
22216,19,0,419,1,0
22217,21,16,419,1,6402
22218,9,8,419,0,0
22219,6,5,419,0,0
22220,16,0,229,1,0
22221,24,0,501,3,6402
22222,19,0,197,2,0
22223,18,0,197,1,0
22224,16,0,197,2,0
22225,0,0,197,0,0
22226,16,0,197,1,0
22227,16,0,59,1,0
22228,22,0,501,3,6107
22229,22,0,250,3,5501
22230,21,0,501,1,1103
22231,21,0,123,1,3302
22232,22,0,501,3,5404
22233,18,0,211,1,0
22234,19,0,501,1,0
22235,19,0,501,1,0
22236,21,0,501,2,1901
22237,20,0,501,1,0
22238,20,0,375,1,0
22239,19,0,164,3,0
22240,19,15,22,1,0
22241,19,15,9,1,0
22242,19,15,37,1,0
22243,19,15,60,1,0
22244,21,0,306,3,2304
22245,16,0,306,1,0
22246,20,0,236,2,0
22247,18,0,236,1,0
22248,3,3,236,0,0
22249,2,1,236,0,0
22250,0,0,236,0,0
22251,16,0,501,1,0
22252,18,0,501,1,0
22253,21,0,501,1,2406
22254,16,0,171,2,0
22255,19,0,171,1,0
22256,21,0,264,1,1401
22257,20,0,501,1,0
22258,20,0,192,2,0
22259,14,14,98,1,0
22260,16,0,47,3,0
22261,16,0,47,3,0
22262,20,0,286,3,0
22263,16,0,286,1,0
22264,22,0,501,2,5200
22265,22,0,501,1,4001
22266,19,15,501,1,0
22267,14,13,501,1,0
22268,21,0,501,3,6402
22269,21,0,501,3,2300
22270,20,0,366,1,0
22271,18,0,366,2,0
22272,18,15,366,1,0
22273,18,0,366,1,0
22274,18,0,366,3,0
22275,16,0,122,2,0
22276,16,0,22,3,0
22277,20,0,501,3,0
22278,16,0,501,1,0
22279,21,0,194,3,6203
22280,14,0,211,1,0
22281,16,0,194,1,0
22282,21,0,501,1,5301
22283,22,0,501,1,2313
22284,11,11,501,0,0
22285,8,8,501,0,0
22286,16,0,137,1,0
22287,16,0,137,1,0
22288,14,0,137,2,0
22289,13,12,137,1,0
22290,11,11,137,0,0
22291,10,10,137,0,0
22292,7,7,137,0,0
22293,16,0,137,1,0
22294,1,0,137,0,0
22295,9,0,190,1,0
22296,16,0,168,1,0
22297,18,0,168,1,0
22298,8,0,168,0,0
22299,4,0,168,0,0
22300,11,0,168,0,0
22301,16,0,240,1,0
22302,17,0,240,1,0
22303,16,0,240,1,0
22304,14,14,240,3,0
22305,19,0,501,1,0
22306,18,0,266,1,0
22307,0,0,501,0,0
22308,16,0,501,1,0
22309,16,0,501,1,0
22310,16,0,501,1,0
22311,20,0,206,1,0
22312,16,0,291,3,0
22313,16,0,291,3,0
22314,16,0,200,1,0
22315,16,0,152,1,0
22316,6,6,200,0,0
22317,0,0,200,0,0
22318,21,0,316,1,6203
22319,19,0,316,1,0
22320,0,0,316,0,0
22321,2,2,316,0,0
22322,19,0,501,1,0
22323,21,0,501,1,6107
22324,10,9,501,0,0
22325,21,0,329,3,2306
22326,21,0,329,2,6200
22327,22,0,501,1,4007
22328,17,0,346,3,0
22329,16,0,346,1,0
22330,13,14,346,1,0
22331,19,0,501,1,0
22332,20,0,501,1,0
22333,16,0,501,1,0
22334,16,0,64,3,0
22335,18,0,414,1,0
22336,22,0,414,1,5404
22337,3,2,414,0,0
22338,0,0,414,0,0
22339,16,0,501,1,0
22340,22,0,64,3,3700
22341,22,0,64,3,2300
22342,19,0,322,2,0
22343,15,0,322,3,0
22344,16,0,396,3,0
22345,16,0,396,3,0
22346,16,0,240,3,0
22347,21,0,501,3,5901
22348,22,0,501,3,4801
22349,19,0,308,1,0
22350,19,0,308,1,0
22351,13,12,308,3,0
22352,9,8,308,0,0
22353,15,0,55,3,0
22354,15,0,55,1,0
22355,15,0,55,1,0
22356,15,0,0,3,0
22357,16,0,113,2,0
22358,21,15,113,1,5301
22359,1,0,113,0,0
22360,0,0,113,0,0
22361,22,0,197,1,6402
22362,22,0,197,2,5003
22363,8,8,197,0,0
22364,5,5,197,0,0
22365,2,2,197,0,0
22366,21,0,91,1,6201
22367,19,0,314,1,0
22368,19,0,314,1,0
22369,0,0,314,0,0
22370,22,0,373,3,2300
22371,21,0,224,3,6200
22372,16,0,224,3,0
22373,20,0,501,1,0
22374,14,0,116,3,0
22375,16,0,116,3,0
22376,14,14,116,3,0
22377,9,9,116,0,0
22378,1,0,116,0,0
22379,20,0,82,3,0
22380,17,0,72,3,0
22381,16,0,355,3,0
22382,16,0,104,3,0
22383,21,0,501,3,5505
22384,21,0,501,1,5004
22385,16,14,501,1,0
22386,21,0,183,1,5502
22387,21,0,336,1,6203
22388,21,0,458,1,6002
22389,18,0,297,1,0
22390,16,0,297,1,0
22391,9,9,297,0,0
22392,7,7,297,0,0
22393,16,0,222,3,0
22394,16,0,222,3,0
22395,18,0,0,2,0
22396,19,0,102,3,0
22397,21,0,272,1,4101
22398,22,0,272,1,2310
22399,1,0,272,0,0
22400,1,0,272,0,0
22401,5,5,272,0,0
22402,20,0,382,1,0
22403,19,0,382,1,0
22404,11,0,183,1,0
22405,11,0,183,1,0
22406,11,0,183,1,0
22407,11,0,183,1,0
22408,11,0,183,1,0
22409,10,10,183,0,0
22410,21,0,501,1,6402
22411,19,0,501,3,0
22412,21,0,162,1,6000
22413,19,0,498,3,0
22414,16,0,498,1,0
22415,20,0,443,1,0
22416,18,0,305,1,0
22417,21,0,501,1,2306
22418,19,0,94,3,0
22419,21,0,181,1,6200
22420,16,0,301,1,0
22421,11,11,181,0,0
22422,11,11,181,0,0
22423,16,0,331,1,0
22424,17,0,105,2,0
22425,16,0,331,1,0
22426,13,12,331,0,0
22427,13,12,0,0,0
22428,10,9,0,0,0
22429,23,0,501,3,3609
22430,21,0,501,2,3301
22431,19,0,499,3,0
22432,19,0,499,1,0
22433,21,0,499,1,2305
22434,16,0,499,2,0
22435,19,15,318,2,0
22436,21,0,318,1,1302
22437,22,0,300,1,3301
22438,21,0,300,1,6002
22439,0,0,300,0,0
22440,21,0,480,3,1901
22441,23,0,480,1,5200
22442,14,13,480,1,0
22443,3,2,480,0,0
22444,14,13,7,1,0
22445,13,0,240,1,0
22446,14,0,240,1,0
22447,16,0,319,2,0
22448,20,0,319,1,0
22449,16,0,203,3,0
22450,17,0,77,2,0
22451,16,0,167,1,0
22452,16,0,319,1,0
22453,16,0,159,2,0
22454,16,0,159,3,0
22455,14,14,159,1,0
22456,12,11,159,0,0
22457,16,0,495,1,0
22458,16,0,495,2,0
22459,16,0,501,1,0
22460,16,0,501,1,0
22461,15,14,501,1,0
22462,21,0,465,1,6007
22463,21,0,459,1,3301
22464,21,0,459,1,5200
22465,3,3,459,0,0
22466,21,0,107,3,2414
22467,21,0,366,3,3301
22468,22,0,366,3,6000
22469,21,0,488,1,5501
22470,21,0,488,1,3301
22471,23,0,501,1,5506
22472,17,0,302,3,0
22473,16,0,302,1,0
22474,16,0,302,1,0
22475,17,0,308,2,0
22476,16,0,308,3,0
22477,18,0,484,1,0
22478,20,0,249,1,0
22479,21,0,501,1,6203
22480,16,0,501,1,0
22481,13,12,501,3,0
22482,12,11,501,0,0
22483,18,0,21,1,0
22484,10,9,21,0,0
22485,8,7,21,0,0
22486,1,0,21,0,0
22487,1,0,21,0,0
22488,19,0,95,2,0
22489,19,15,22,1,0
22490,19,15,18,1,0
22491,16,15,22,1,0
22492,16,15,30,1,0
22493,19,15,30,1,0
22494,19,15,22,1,0
22495,16,0,501,2,0
22496,17,0,501,2,0
22497,21,0,311,3,6402
22498,21,0,311,3,6000
22499,16,0,481,1,0
22500,16,0,481,1,0
22501,11,0,150,3,0
22502,17,0,150,3,0
22503,23,16,501,1,5200
22504,20,0,501,3,0
22505,9,8,501,0,0
22506,6,5,501,0,0
22507,21,0,457,1,2400
22508,21,0,457,1,2304
22509,21,0,457,1,1903
22510,19,0,335,3,0
22511,16,0,335,3,0
22512,20,0,283,1,0
22513,18,0,283,1,0
22514,19,0,263,3,0
22515,21,0,263,3,1103
22516,21,0,501,2,2307
22517,22,0,501,1,2300
22518,16,0,501,1,0
22519,19,0,501,1,0
22520,16,0,501,1,0
22521,21,16,121,1,5200
22522,20,0,75,1,0
22523,21,0,320,1,3301
22524,9,8,320,0,0
22525,6,5,320,0,0
22526,4,4,320,0,0
22527,21,0,135,1,3602
22528,4,4,135,0,0
22529,2,1,135,0,0
22530,2,1,135,0,0
22531,16,0,331,1,0
22532,16,0,225,3,0
22533,16,0,225,3,0
22534,16,0,105,1,0
22535,19,0,169,3,0
22536,21,0,428,2,5401
22537,16,0,428,3,0
22538,3,3,428,0,0
22539,2,2,428,0,0
22540,1,1,428,0,0
22541,0,0,428,0,0
22542,16,0,389,1,0
22543,20,0,389,1,0
22544,8,7,389,0,0
22545,22,0,501,1,6203
22546,19,0,501,1,0
22547,16,0,79,1,0
22548,14,14,79,3,0
22549,12,12,79,0,0
22550,16,0,65,3,0
22551,16,0,501,3,0
22552,20,0,501,1,0
22553,22,0,472,1,4801
22554,19,0,472,1,0
22555,21,0,314,1,6200
22556,16,0,314,1,0
22557,13,13,314,1,0
22558,10,10,314,0,0
22559,21,0,403,1,2310
22560,1,0,403,3,0
22561,16,0,425,1,0
22562,21,0,425,1,6107
22563,8,8,425,0,0
22564,6,6,425,0,0
22565,16,0,425,1,0
22566,16,0,83,1,0
22567,21,0,376,1,3301
22568,19,0,501,1,0
22569,16,0,501,1,0
22570,14,0,66,3,0
22571,11,0,143,1,0
22572,11,0,143,3,0
22573,1,0,143,0,0
22574,0,0,143,0,0
22575,0,0,143,0,0
22576,15,0,68,2,0
22577,19,15,146,1,0
22578,19,15,0,2,0
22579,1,0,146,0,0
22580,0,0,146,0,0
22581,17,0,294,2,0
22582,19,0,246,1,0
22583,16,0,246,2,0
22584,19,0,246,1,0
22585,16,0,246,1,0
22586,22,0,400,2,4901
22587,21,0,400,3,3301
22588,18,0,501,1,0
22589,21,0,501,1,5200
22590,19,0,193,1,0
22591,19,0,204,1,0
22592,16,0,226,3,0
22593,21,0,501,1,6002
22594,18,0,441,1,0
22595,16,0,441,1,0
22596,24,0,154,2,5506
22597,19,0,346,1,0
22598,22,0,501,3,3700
22599,21,0,501,1,6201
22600,16,0,192,1,0
22601,16,0,192,1,0
22602,14,13,192,3,0
22603,11,10,192,0,0
22604,1,0,192,0,0
22605,16,0,77,3,0
22606,21,0,197,1,5200
22607,21,0,228,1,6000
22608,21,0,213,1,2300
22609,24,0,501,2,5501
22610,22,0,501,3,2300
22611,20,0,501,1,0
22612,17,0,501,1,0
22613,23,0,501,1,2901
22614,22,0,501,3,2405
22615,23,0,501,1,5003
22616,22,0,501,2,5404
22617,16,0,321,1,0
22618,21,0,501,1,4901
22619,18,0,501,3,0
22620,18,0,501,1,0
22621,21,0,501,1,6201
22622,19,0,501,3,0
22623,23,0,501,1,3401
22624,18,0,501,1,0
22625,16,0,501,1,0
22626,16,0,501,1,0
22627,20,0,501,1,0
22628,16,0,501,1,0
22629,21,0,53,1,6402
22630,21,0,501,1,6201
22631,20,0,501,1,0
22632,18,0,382,1,0
22633,19,0,382,1,0
22634,12,12,382,1,0
22635,9,9,382,0,0
22636,21,0,213,3,6200
22637,16,0,213,3,0
22638,16,0,231,3,0
22639,20,0,501,1,0
22640,4,4,501,0,0
22641,19,0,501,1,0
22642,16,0,501,3,0
22643,21,0,501,1,6203
22644,19,0,501,1,0
22645,21,0,501,1,2406
22646,22,0,501,1,5200
22647,1,0,501,0,0
22648,0,0,501,0,0
22649,16,0,291,2,0
22650,19,0,177,1,0
22651,19,0,177,1,0
22652,21,0,501,1,3401
22653,21,0,501,1,2304
22654,21,0,214,1,3401
22655,16,0,214,1,0
22656,12,12,214,0,0
22657,8,8,214,0,0
22658,2,2,214,0,0
22659,16,0,175,3,0
22660,20,0,175,1,0
22661,16,0,133,1,0
22662,21,0,133,1,3600
22663,22,0,501,1,5506
22664,19,15,141,1,0
22665,11,0,141,3,0
22666,2,2,141,0,0
22667,1,0,141,0,0
22668,22,0,501,1,5200
22669,19,0,501,1,0
22670,0,0,501,0,0
22671,21,0,286,1,6107
22672,18,0,265,1,0
22673,0,0,286,0,0
22674,19,0,1,1,0
22675,19,0,188,1,0
22676,11,11,1,0,0
22677,2,2,1,0,0
22678,0,0,1,0,0
22679,18,0,364,1,0
22680,16,0,364,1,0
22681,16,0,126,3,0
22682,16,0,211,1,0
22683,21,0,501,1,2304
22684,21,0,342,1,1901
22685,16,0,131,3,0
22686,19,0,131,2,0
22687,16,15,34,1,0
22688,16,0,329,3,0
22689,17,0,346,3,0
22690,20,0,176,1,0
22691,21,0,467,1,5500
22692,6,6,176,0,0
22693,5,5,176,0,0
22694,1,1,0,0,0
22695,20,0,410,2,0
22696,16,0,410,1,0
22697,21,0,501,1,2304
22698,19,0,501,1,0
22699,22,0,501,1,1901
22700,22,0,501,1,5506
22701,3,0,501,0,0
22702,2,0,501,0,0
22703,20,0,11,3,0
22704,20,15,30,1,0
22705,16,0,323,1,0
22706,20,0,323,3,0
22707,16,0,323,3,0
22708,16,0,323,1,0
22709,19,0,323,1,0
22710,11,11,323,0,0
22711,21,0,195,1,5301
22712,21,0,340,1,2100
22713,2,2,195,0,0
22714,1,1,195,0,0
22715,21,0,501,1,4007
22716,19,0,501,1,0
22717,16,0,65,2,0
22718,13,0,65,1,0
22719,16,0,65,2,0
22720,13,13,65,3,0
22721,19,0,120,3,0
22722,17,0,120,1,0
22723,13,12,120,1,0
22724,13,13,120,0,0
22725,21,0,166,1,5901
22726,16,0,364,2,0
22727,16,0,364,1,0
22728,20,0,493,1,0
22729,16,0,493,1,0
22730,24,0,501,3,2312
22731,21,0,501,2,3600
22732,22,0,501,1,6102
22733,19,0,501,1,0
22734,21,0,501,1,3600
22735,21,0,501,1,6003
22736,21,0,501,1,3302
22737,19,0,433,1,0
22738,16,0,249,1,0
22739,19,0,249,1,0
22740,18,0,71,2,0
22741,18,0,501,2,0
22742,21,0,501,1,6299
22743,16,0,396,3,0
22744,16,0,396,1,0
22745,12,0,396,1,0
22746,12,0,396,3,0
22747,19,0,303,3,0
22748,16,0,165,1,0
22749,16,0,0,3,0
22750,16,0,501,1,0
22751,16,0,501,2,0
22752,16,0,501,2,0
22753,21,0,501,1,6199
22754,13,13,501,3,0
22755,10,10,501,0,0
22756,24,0,501,1,1104
22757,24,0,501,1,5098
22758,21,0,501,1,6000
22759,22,0,501,1,5500
22760,19,0,76,3,0
22761,16,0,501,1,0
22762,16,0,501,1,0
22763,6,6,501,0,0
22764,4,4,501,0,0
22765,0,0,501,0,0
22766,19,0,501,1,0
22767,21,0,501,1,1103
22768,18,0,501,1,0
22769,20,0,501,1,0
22770,19,15,42,1,0
22771,19,0,291,3,0
22772,19,0,291,3,0
22773,19,0,291,1,0
22774,21,0,67,3,5500
22775,16,0,501,1,0
22776,16,0,501,1,0
22777,20,0,501,1,0
22778,20,0,501,1,0
22779,16,0,190,2,0
22780,12,0,190,1,0
22781,2,2,190,0,0
22782,18,0,437,1,0
22783,16,0,437,2,0
22784,19,0,16,1,0
22785,22,0,501,1,2304
22786,16,0,193,3,0
22787,16,0,193,1,0
22788,18,0,209,3,0
22789,16,0,209,3,0
22790,19,0,209,1,0
22791,5,5,209,0,0
22792,1,1,209,0,0
22793,17,0,209,1,0
22794,16,0,198,1,0
22795,22,0,0,3,6000
22796,20,0,501,1,0
22797,20,0,501,1,0
22798,19,15,236,1,0
22799,20,15,205,1,0
22800,24,0,312,2,2901
22801,19,0,501,1,0
22802,19,0,501,1,0
22803,20,0,501,1,0
22804,20,0,360,3,0
22805,20,0,360,3,0
22806,22,0,293,1,3604
22807,19,0,273,3,0
22808,17,0,273,1,0
22809,21,0,501,1,6203
22810,22,0,501,1,2300
22811,16,0,501,1,0
22812,16,0,501,1,0
22813,16,0,237,1,0
22814,14,0,310,2,0
22815,17,0,310,2,0
22816,21,0,501,1,6203
22817,21,0,501,1,2304
22818,19,15,501,1,0
22819,16,0,358,3,0
22820,16,0,358,2,0
22821,20,0,97,3,0
22822,17,0,97,3,0
22823,13,0,211,3,0
22824,14,0,211,3,0
22825,16,0,249,3,0
22826,15,14,111,2,0
22827,17,0,111,2,0
22828,15,0,155,1,0
22829,15,0,155,1,0
22830,5,5,155,0,0
22831,0,0,155,0,0
22832,19,0,501,2,0
22833,20,0,501,1,0
22834,16,0,501,1,0
22835,17,0,182,1,0
22836,20,0,153,1,0
22837,19,0,153,3,0
22838,11,11,153,0,0
22839,16,0,153,1,0
22840,18,0,501,1,0
22841,22,0,199,1,4002
22842,22,0,199,1,4002
22843,11,10,199,0,0
22844,9,8,199,0,0
22845,21,0,196,2,3700
22846,21,0,299,3,6107
22847,21,0,299,3,5501
22848,20,0,488,1,0
22849,16,0,62,3,0
22850,19,0,411,2,0
22851,16,0,0,2,0
22852,19,0,222,3,0
22853,17,0,260,1,0
22854,17,0,311,3,0
22855,16,0,48,1,0
22856,20,0,48,1,0
22857,17,0,48,3,0
22858,16,0,501,1,0
22859,16,0,501,1,0
22860,21,0,70,2,2105
22861,20,0,70,1,0
22862,19,0,428,1,0
22863,2,1,428,0,0
22864,19,0,279,2,0
22865,17,0,279,3,0
22866,22,0,501,1,6200
22867,20,0,501,1,0
22868,3,2,501,0,0
22869,16,0,467,1,0
22870,16,0,467,1,0
22871,16,0,331,1,0
22872,17,0,331,3,0
22873,19,0,21,3,0
22874,20,0,501,1,0
22875,16,0,501,1,0
22876,16,0,501,1,0
22877,19,15,501,1,0
22878,22,0,501,1,1104
22879,21,0,501,1,2408
22880,0,0,501,0,0
22881,0,0,501,0,0
22882,21,16,349,1,2409
22883,21,16,303,1,2409
22884,16,0,501,1,0
22885,16,0,501,1,0
22886,16,0,501,3,0
22887,16,0,501,3,0
22888,11,0,231,1,0
22889,16,0,231,2,0
22890,22,16,298,1,6402
22891,21,16,298,1,1301
22892,21,0,102,2,2102
22893,19,0,155,2,0
22894,20,0,155,1,0
22895,1,0,155,0,0
22896,0,0,155,0,0
22897,16,15,317,1,0
22898,16,0,317,1,0
22899,16,0,317,1,0
22900,21,0,501,1,6000
22901,16,0,501,1,0
22902,7,6,501,0,0
22903,7,7,501,0,0
22904,6,6,501,0,0
22905,21,0,38,2,6203
22906,16,0,38,2,0
22907,20,0,501,1,0
22908,18,0,501,1,0
22909,16,0,501,1,0
22910,16,0,469,1,0
22911,16,0,469,1,0
22912,20,0,31,1,0
22913,22,0,501,3,2102
22914,22,0,501,1,2314
22915,21,0,501,3,4801
22916,16,0,99,3,0
22917,20,0,78,3,0
22918,19,0,78,3,0
22919,16,0,204,3,0
22920,16,0,97,3,0
22921,16,0,385,1,0
22922,16,0,385,1,0
22923,16,0,150,3,0
22924,19,0,501,3,0
22925,19,0,501,1,0
22926,19,0,501,1,0
22927,17,0,385,1,0
22928,19,0,264,1,0
22929,21,0,111,1,6203
22930,21,0,264,1,4001
22931,22,0,264,1,5502
22932,2,1,264,0,0
22933,0,0,264,0,0
22934,16,0,282,3,0
22935,16,0,501,1,0
22936,21,0,501,1,6100
22937,20,0,501,1,0
22938,22,0,303,1,1302
22939,16,0,501,1,0
22940,16,0,501,1,0
22941,16,15,501,1,0
22942,21,0,501,1,2414
22943,21,0,501,1,6007
22944,20,0,451,1,0
22945,19,0,451,1,0
22946,21,0,501,1,6402
22947,22,0,501,2,5200
22948,16,0,93,1,0
22949,22,0,501,1,3301
22950,22,0,501,2,6402
22951,18,0,163,1,0
22952,10,10,163,3,0
22953,11,11,163,0,0
22954,21,0,263,1,6402
22955,21,0,263,1,5404
22956,2,2,263,0,0
22957,21,0,386,1,6203
22958,1,0,386,1,0
22959,16,0,386,1,0
22960,16,0,315,3,0
22961,16,0,315,3,0
22962,22,0,454,1,6107
22963,20,0,454,3,0
22964,16,0,454,1,0
22965,21,0,454,1,6402
22966,19,0,501,3,0
22967,16,0,157,3,0
22968,21,15,157,3,2304
22969,22,0,210,3,2304
22970,22,0,210,3,2102
22971,16,0,501,2,0
22972,16,0,501,2,0
22973,16,0,59,3,0
22974,16,0,59,3,0
22975,17,0,57,1,0
22976,16,0,228,1,0
22977,19,0,303,1,0
22978,7,6,228,0,0
22979,16,0,96,3,0
22980,13,0,76,3,0
22981,22,0,501,1,1501
22982,16,0,501,1,0
22983,21,0,501,1,6107
22984,19,0,501,1,0
22985,22,0,501,2,6108
22986,20,0,501,2,0
22987,20,15,363,1,0
22988,15,0,363,1,0
22989,21,0,492,1,5301
22990,21,0,492,1,6402
22991,20,0,501,1,0
22992,16,0,501,2,0
22993,1,0,501,0,0
22994,16,0,395,3,0
22995,17,0,395,3,0
22996,17,0,395,3,0
22997,16,0,0,3,0
22998,21,0,470,1,6107
22999,21,0,470,1,2304
23000,6,6,470,0,0
23001,4,4,470,0,0
23002,16,0,444,1,0
23003,16,0,444,3,0
23004,18,0,444,1,0
23005,12,0,444,3,0
23006,16,0,307,1,0
23007,16,0,307,1,0
23008,16,0,14,3,0
23009,19,0,333,3,0
23010,21,0,333,1,2304
23011,22,0,122,3,2300
23012,16,0,501,2,0
23013,16,0,501,1,0
23014,18,0,181,2,0
23015,20,0,181,1,0
23016,19,15,181,1,0
23017,21,0,126,1,3600
23018,16,0,287,1,0
23019,21,0,205,1,1303
23020,22,0,501,1,6203
23021,20,0,501,1,0
23022,16,0,72,1,0
23023,22,0,501,3,2309
23024,21,0,501,3,6105
23025,15,0,105,2,0
23026,19,0,105,2,0
23027,16,0,216,2,0
23028,15,0,216,3,0
23029,21,0,220,1,3604
23030,21,0,453,1,6210
23031,16,0,0,3,0
23032,18,0,146,1,0
23033,21,0,183,1,6206
23034,21,0,501,3,3301
23035,21,0,501,1,2399
23036,16,0,97,1,0
23037,20,0,173,1,0
23038,9,9,97,0,0
23039,6,6,97,0,0
23040,16,0,156,1,0
23041,10,10,0,0,0
23042,4,4,0,0,0
23043,21,0,501,1,6003
23044,23,0,501,1,5501
23045,18,0,501,1,0
23046,20,0,501,1,0
23047,21,0,501,1,5506
23048,21,0,259,1,2304
23049,17,0,146,3,0
23050,15,0,167,3,0
23051,24,0,501,1,6402
23052,22,0,501,1,5501
23053,16,0,458,1,0
23054,16,0,458,1,0
23055,12,12,458,0,0
23056,16,0,229,1,0
23057,21,0,328,3,6203
23058,16,0,328,3,0
23059,22,0,501,1,6201
23060,19,0,501,1,0
23061,22,0,501,1,6200
23062,24,0,501,1,2301
23063,18,0,427,1,0
23064,17,0,427,3,0
23065,20,0,164,1,0
23066,20,15,164,1,0
23067,0,0,164,0,0
23068,16,0,501,3,0
23069,18,0,501,1,0
23070,16,0,5,1,0
23071,21,0,410,1,6203
23072,20,0,410,1,0
23073,2,1,410,0,0
23074,16,0,291,2,0
23075,16,0,291,2,0
23076,16,0,6,2,0
23077,16,0,72,1,0
23078,19,0,153,2,0
23079,22,0,371,1,2399
23080,20,0,371,3,0
23081,17,0,101,3,0
23082,22,0,171,1,4901
23083,16,0,171,1,0
23084,0,0,171,0,0
23085,9,9,171,0,0
23086,5,5,171,0,0
23087,5,5,171,0,0
23088,2,1,171,0,0
23089,22,0,461,1,2313
23090,16,0,105,1,0
23091,16,0,281,1,0
23092,19,0,281,2,0
23093,16,0,105,1,0
23094,16,0,105,1,0
23095,16,0,105,3,0
23096,1,1,105,0,0
23097,22,0,376,2,5504
23098,21,0,376,2,2304
23099,19,0,501,1,0
23100,21,0,501,1,6107
23101,14,14,501,1,0
23102,11,11,501,0,0
23103,16,0,470,1,0
23104,21,16,470,1,6199
23105,5,5,470,0,0
23106,1,0,470,0,0
23107,24,0,501,1,5202
23108,21,0,501,1,6107
23109,18,0,298,1,0
23110,20,0,298,1,0
23111,19,0,298,1,0
23112,1,0,298,0,0
23113,1,0,298,0,0
23114,21,0,286,1,6206
23115,21,0,286,2,2304
23116,2,2,286,0,0
23117,0,0,286,0,0
23118,16,0,100,3,0
23119,19,0,501,1,0
23120,23,0,501,1,3600
23121,23,0,501,3,6107
23122,20,0,501,2,0
23123,21,0,501,1,2313
23124,21,0,501,1,6002
23125,16,0,443,1,0
23126,19,0,443,2,0
23127,16,0,443,3,0
23128,21,0,489,1,6203
23129,22,0,501,1,5003
23130,22,0,501,1,5507
23131,16,0,359,3,0
23132,18,0,370,1,0
23133,22,0,303,1,6402
23134,18,0,411,1,0
23135,19,0,501,1,0
23136,21,0,501,1,5200
23137,2,0,501,0,0
23138,2,0,501,0,0
23139,0,0,501,0,0
23140,20,0,229,1,0
23141,20,0,229,1,0
23142,21,0,501,1,2504
23143,22,0,501,1,4007
23144,21,0,455,1,6107
23145,21,0,455,1,6207
23146,21,0,241,1,2307
23147,19,0,174,1,0
23148,16,0,458,3,0
23149,19,0,501,1,0
23150,16,0,324,1,0
23151,24,0,0,1,2102
23152,18,0,501,1,0
23153,16,0,501,2,0
23154,22,0,500,1,2300
23155,22,0,500,1,2304
23156,21,15,500,1,2300
23157,19,15,500,1,0
23158,19,15,30,1,0
23159,16,0,501,1,0
23160,16,0,501,1,0
23161,16,0,501,1,0
23162,16,0,501,1,0
23163,19,0,501,1,0
23164,16,0,501,1,0
23165,17,0,501,1,0
23166,16,0,501,1,0
23167,18,0,501,1,0
23168,21,0,217,1,3600
23169,22,0,381,1,6001
23170,16,15,217,1,0
23171,10,9,217,0,0
23172,16,0,352,1,0
23173,19,0,352,1,0
23174,22,0,501,1,6200
23175,18,0,501,1,0
23176,20,0,501,1,0
23177,20,0,501,1,0
23178,0,0,501,0,0
23179,21,0,242,2,5507
23180,21,0,202,3,6001
23181,16,0,150,1,0
23182,18,0,298,3,0
23183,19,0,501,1,0
23184,20,0,501,1,0
23185,20,0,501,1,0
23186,16,0,393,1,0
23187,16,0,132,3,0
23188,16,0,132,3,0
23189,18,0,132,1,0
23190,19,0,236,1,0
23191,22,0,501,1,6203
23192,21,0,501,1,2406
23193,1,0,501,0,0
23194,14,0,333,1,0
23195,16,0,119,1,0
23196,13,0,135,1,0
23197,14,0,68,3,0
23198,0,0,135,0,0
23199,21,0,501,1,1901
23200,19,0,501,1,0
23201,17,0,359,1,0
23202,16,0,359,1,0
23203,13,12,359,0,0
23204,22,0,501,1,4007
23205,20,0,501,1,0
23206,22,0,501,1,5200
23207,1,0,501,0,0
23208,0,0,501,0,0
23209,21,0,501,1,1903
23210,15,0,335,1,0
23211,19,0,380,1,0
23212,21,0,380,1,3301
23213,18,0,501,1,0
23214,20,0,501,1,0
23215,19,0,501,1,0
23216,22,0,295,2,2309
23217,21,0,501,3,5502
23218,16,0,501,1,0
23219,18,0,501,2,0
23220,17,0,44,3,0
23221,16,0,501,1,0
23222,22,0,501,1,2300
23223,12,0,160,1,0
23224,16,0,239,1,0
23225,16,0,239,1,0
23226,23,0,469,3,2301
23227,18,0,469,2,0
23228,19,0,194,1,0
23229,21,0,194,2,3604
23230,1,0,194,0,0
23231,0,0,194,0,0
23232,20,0,69,1,0
23233,21,0,458,1,3600
23234,3,3,69,0,0
23235,1,1,69,0,0
23236,20,0,158,3,0
23237,16,0,10,3,0
23238,21,0,493,1,3600
23239,16,0,493,1,0
23240,6,5,493,0,0
